UniProt_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
P14902,-0.020565683,-0.07442188,-0.03744507,0.027532453,-0.08762614,-0.049066585,0.02990071,0.03067047,0.07308096,-0.056326523,0.016365208,-0.122740336,0.078130044,-0.09483323,-0.030394785,0.1218704,-0.0640927,-0.4397441,-0.008596088,0.10427159,0.30590928,-0.021790097,0.095837064,-0.09133798,0.030952541,0.039008766,-0.06541344,0.0011587888,0.042586688,0.019019747,0.11694515,0.07842005,-0.004867365,-0.012849741,0.025440315,0.061467964,0.0069528497,-0.032491118,0.117946275,-0.041062262,0.0110499635,-0.092919804,-0.038838625,0.030930264,-0.067243524,-0.027912268,-0.058403034,-0.000121725105,-0.032311186,-0.0071215495,-0.027416678,-0.01669858,-0.15277545,0.033277497,0.009387133,-0.018237952,-0.009917091,-0.19879992,0.009810202,0.072886996,-0.07692942,0.045874227,-0.01068646,0.0061129853
O95257,0.031420864,-0.10904564,-0.12028372,0.0122853145,-0.008730212,-0.014793096,0.039891977,0.10492663,-0.12881437,-0.07815136,-0.069521286,-0.070509516,-0.089756764,-0.030726125,0.016005268,-0.053489268,-0.0044232905,0.017997378,-0.00036577284,0.038300466,0.00014895201,0.046206508,-0.038970154,-0.0997522,-0.054573905,-0.036410153,0.021479595,0.018825721,0.08990194,0.022760961,0.050870407,0.07625849,0.106392324,-0.04614065,0.028011715,0.05715009,-0.106744766,0.022968663,-0.00033219755,-0.13361374,-0.041897725,-0.052411348,-0.05475232,0.09200972,0.040298577,-0.092932,0.0055164965,-0.03276833,-0.052945606,-0.0020265493,0.11100884,0.06294319,0.01896641,-0.021880357,0.10407625,-0.050087877,0.028971339,-0.64831746,-0.0061430754,0.05105271,-0.0897235,-0.03323214,0.07736839,-0.0010092675
P21266,-0.020726532,-0.058970846,-0.1177094,0.010744848,0.052026287,-0.0128084365,0.06866593,0.028139014,-0.084431246,-0.0059183952,0.049812928,0.0065930965,0.011436518,-0.023958463,0.015101899,0.012949332,0.04336011,-0.19697219,0.0963728,0.010954887,0.03859773,0.010254322,-0.009156792,-0.04805053,0.025613496,0.022365304,0.067493096,-0.007836932,0.046820506,0.026254889,0.03416244,0.12228426,-0.008253084,0.044978812,-0.12945017,0.08575024,-0.07141967,-0.0023213786,0.22513117,-0.05857211,-0.04021331,-0.0482555,-0.02751805,-0.02801359,-0.0076412237,-0.04870604,-0.02242716,0.033952586,-0.057562772,0.0013922644,0.0035395415,0.031873006,0.039680842,0.07896969,0.0191265,-0.006984636,-0.056433782,-0.52072686,-0.027213128,0.0923415,-0.051659282,0.00035395933,0.040568955,-0.054387663
Q8N165,-0.16660155,-0.1338712,0.081981465,0.087454975,0.046565987,-0.09257607,0.17142488,0.15949048,0.15502454,-0.11314599,0.15330203,0.15992738,-0.10848048,-0.1005692,0.024013296,-0.07080552,0.20176369,0.4393841,0.15569396,-0.039967038,0.036165163,-0.042620204,-0.18719858,-0.06630547,0.032253966,-0.3057303,0.22027074,0.12819473,-0.04334887,0.019345226,0.03230347,-0.2516267,0.42828876,-0.11760284,0.094479434,-0.004304625,0.22839296,0.08140325,0.3529383,0.06001205,0.13474774,-0.025304034,-0.031980477,-0.035170257,-0.10992567,-0.0265241,-0.2218877,-0.021918274,0.0694219,0.004843522,-0.22124389,0.159867,0.036757052,0.01721862,-0.020184243,0.15441556,-0.080935694,-0.8051436,0.008526841,0.044752188,-0.120758176,-0.11002348,-0.042365618,0.017011166
P08169,-0.09234784,0.12831062,-0.02692304,-0.02330597,-0.029461514,-0.06740184,0.08819946,0.107503936,-0.12415679,-0.04900921,0.064500555,-0.03772158,0.06501513,-0.10466449,0.06856097,0.04204629,0.019607997,0.006826176,-0.019032205,0.034134485,-0.111995116,-0.027301729,0.07095855,-0.28409332,-0.08977686,-0.042309225,-0.12547359,0.07667622,0.08983298,0.022541087,0.119403735,-0.008976427,0.02039117,-0.105299555,-0.039397687,-0.033971686,0.14322658,0.047845952,0.13820839,-0.030550608,0.06706677,-0.036269408,-0.10985021,-0.0032414137,-0.072405204,-0.17212066,0.120291434,0.052071504,-0.12202586,-0.0009857137,-0.051676475,-0.08825423,0.035426073,0.08723856,0.050515346,-0.0004925638,-0.063427165,-0.6538482,-0.011034119,-0.0062846737,-0.032365657,-0.108254395,-0.1820546,0.0778359
O75962,-0.0689347,0.013965305,-0.001786245,-0.061027635,-0.1015848,-0.09631813,-0.022256099,0.073669724,0.011884306,0.0029995926,0.029130764,-0.13398148,0.04935701,-0.016646355,-0.0022364436,0.2037251,0.0042979196,0.067994475,-0.023130432,0.0869665,0.14506215,0.056859467,0.052481167,-0.1181974,-0.10573502,-0.048088975,-0.041871924,0.060619242,0.022187594,0.019028049,0.016831502,0.1047265,-0.031548522,-0.050391845,0.0048379498,0.032790102,-0.08797711,0.08988747,0.14586645,-0.05199485,-0.00025784085,0.068692505,-0.03813883,-0.0073137786,0.12208435,-0.029246692,-0.017468423,0.05388746,-0.004822749,-0.0005511155,-0.1257277,-0.016700655,-0.0268399,0.0038874075,0.07266558,0.011447291,0.029720161,-0.53959346,0.0881789,-0.02026679,-0.08048509,-0.105974466,-0.042211886,-0.06735861
O00204,-0.055281263,0.012963619,0.0030139305,0.0686814,0.016473414,0.071120664,-0.013290103,0.13872017,-0.02785409,0.030814195,0.05580363,-0.014302581,-0.05849353,-0.044599134,0.039433226,0.070689686,-0.027254274,0.010035709,0.036297884,0.1013831,0.05570848,0.036717314,0.022977306,-0.05405098,-0.065971635,-0.048029214,-0.01129625,0.027681567,-0.009689792,0.023366198,0.04855196,0.07500648,-0.009607718,0.012894015,-0.032553285,-0.014618382,-0.0063583776,0.03669759,0.1465773,-0.096942075,0.021645656,0.0268643,-0.06919519,-0.045887798,0.047383737,-0.04427524,0.073239654,-0.06018573,-0.088212155,-0.000349806,0.00712954,0.05237289,0.058401447,-0.01662931,0.017075764,-0.020015938,-0.0018604299,-0.5136538,0.035891023,0.013421799,-0.10450876,-0.09885677,-0.027792715,-0.047577024
Q9BYE9,0.036028825,0.03022805,0.052163918,0.083298996,-0.023504216,0.07645052,-0.084674746,0.2157009,-0.12891142,0.046288405,0.01621017,-0.022529304,0.025319643,-0.0030798693,0.033920296,0.0070223073,0.035358004,-0.21419452,0.018179435,-0.0033941665,0.10522577,-0.0039051198,-0.003833702,0.043829415,-0.071062975,0.00969263,-0.110333845,0.004143071,-0.0194889,0.019061323,-0.0716935,-0.03128113,0.09761199,-0.086708985,-0.00716247,-0.07605391,-0.009869731,-0.043693982,-0.058143727,0.002814043,0.04821614,0.00065018464,0.03067847,-0.072962776,-0.03447757,0.027793976,0.041441724,0.03695863,0.028381579,-0.004249515,-0.019718576,-0.007853932,-0.017008528,-0.00092600856,-0.08634083,0.05442107,0.04304111,-0.42230728,0.011265902,0.083152995,0.03783596,0.053564213,0.071672685,-0.080007486
Q95017,-0.13398099,0.040716015,-0.015865672,0.025021564,-0.014609838,0.017434526,-0.00075431465,0.11211145,-0.07681585,0.03321608,0.095449165,-0.17142847,0.034787558,-0.030227322,-0.028361773,0.0929,-0.09188233,-0.14737241,-0.045749534,-0.065421954,0.24733338,-0.018286569,-0.0043244907,-0.032147527,-0.020009473,-0.00866556,-0.032846246,0.027188659,0.077917054,0.021762142,0.037560485,-0.06364845,0.027846714,-0.044791102,-0.043042522,0.015563199,0.050084334,-0.017535111,0.11541448,-0.09809967,0.03803528,0.040461846,0.0019240349,-0.0042502447,0.050648384,-0.056664657,-0.007891583,-0.043288395,-0.09932582,-0.0027684257,0.013193497,-0.05923108,-0.06454633,-0.010349532,-0.0017243072,-0.018637734,0.037564963,-0.44483805,-0.055625994,-0.00564612,-0.07600558,-0.015351862,-0.043738164,-0.03541851
Q15477,-0.025484925,-0.01025517,0.02409336,0.17569244,-0.060919225,-0.12072197,0.028134018,0.08028033,-0.10875787,-0.050635237,0.045469422,-0.06811039,-0.14707935,-0.057033855,0.045010608,0.036302783,-0.026649121,-0.41188258,0.052196015,-0.010155355,0.16958542,0.00511705,-0.0762253,-0.111279204,-0.007646763,0.025230113,0.036339723,-0.035213232,0.10371313,0.023462992,0.031090725,0.09349072,-0.10382067,0.0072006388,-0.09741566,0.024799395,-0.09184499,-0.09357256,0.31347227,-0.06943243,0.08729626,-0.059818678,-0.12623319,-0.017304331,-0.001838988,0.030995537,0.089445874,0.054123115,0.043314807,-0.0028533053,-0.19873059,-0.084900655,-0.026754087,0.0059584426,-0.066517614,-0.024510602,-0.0017009557,-0.32537246,0.049510613,0.15780945,-0.08833847,-0.11335681,-0.133572,0.06751434
P00374,0.011159553,-0.044295408,0.014337556,0.069672234,0.048877478,0.008130515,-0.028713213,0.055248015,0.02526709,0.0057085063,0.002820155,-0.043544218,0.020543167,-0.038670417,0.019859217,0.03647879,0.058677647,-0.12990792,-0.068797335,0.05037347,0.096327655,0.027793596,-0.0074849036,-0.11136488,0.029644888,-0.1032321,0.011228394,0.037665375,0.03466418,0.02020169,0.0752312,-0.055377122,-0.05519225,-0.022379898,-0.01763793,0.041515216,0.059016086,-0.0028201318,0.14140378,-0.02380949,0.031900823,-0.030099984,-0.02077323,-0.066783205,0.05582153,-0.08095501,0.04868228,-0.11311532,0.016509641,-0.0038137683,0.026379932,0.004367142,-0.022655237,0.052271698,0.050800063,0.014972611,0.028438143,-0.5612707,0.054235272,0.0041291667,-0.12755683,-0.025464315,-0.046863947,0.13119335
O43464,0.012612757,-0.024531445,-0.0068511753,0.01611195,-0.021056475,-0.039290294,-0.046785325,0.050746433,-0.05124825,0.017642977,-0.008663973,-0.07283114,-0.0062328004,0.0034927735,0.002061842,0.043008476,0.050980378,-0.213713,-0.01149394,-0.021474754,0.19797322,-0.00015529332,0.098212905,-0.039936032,0.00016490239,0.008652018,-0.039961964,0.029851448,0.012193745,0.01954673,0.04638033,0.02918433,0.0019789767,0.0699664,-0.02468588,0.08901492,0.014862464,0.0038853025,0.108011685,-0.023071883,-0.031877093,-0.030285997,-0.029580263,-0.0047167186,0.027637606,0.026984438,0.043058053,-0.05876393,0.015543884,-0.0037817338,-0.012685448,-0.023905687,0.010317337,0.014654699,0.022813842,0.014532838,0.035441633,-0.4189298,0.029733356,-0.0057593794,-0.0460405,-0.02988992,-0.003892934,-0.012882672
P01764,-0.06205055,0.064371906,0.02601192,0.22984317,0.06843793,-0.06377332,-0.023628894,0.15939268,-0.13966846,0.04105404,0.119450785,-0.0888405,0.049325794,-0.10614018,0.2407877,-0.3381763,0.18099958,0.033312038,-0.013857083,0.02864869,0.041654363,-0.02124577,-0.10732822,-0.09783177,-0.07018101,-0.009456091,-0.14766988,0.03384406,0.088094234,0.01433311,-0.015253358,-0.044932805,0.23886728,-0.01521188,0.08642539,-0.1166359,0.18346715,0.051391885,-0.04432267,-0.096577406,0.018279765,-0.001601167,-0.048810747,0.04663931,-0.059482068,0.14482628,0.16829857,-0.15024832,-0.040198654,-0.0037512276,-0.057258114,-0.083944246,-0.10744034,0.066652924,-0.0055306405,0.0533645,-0.009324856,-0.82690275,0.06339832,0.06313536,0.117323115,0.024962671,-0.042078912,0.14746433
Q9HD42,-0.06621995,-0.0017528072,-0.032122236,0.007707376,0.0072580636,-0.043754354,0.02663916,0.113597065,0.03264337,0.046471823,0.001586057,-0.048001047,-0.001451054,0.020519644,0.041090664,0.04265095,-0.043442246,-0.23718442,0.056423638,0.062970735,0.11265729,0.037624847,0.04293348,0.0076940893,0.02623969,-0.06352798,-0.10080794,-0.034321267,0.0549428,0.022551367,0.12732512,0.056030888,0.017113483,0.040213607,-0.01614284,0.07709089,-0.018380407,0.022274029,0.008817061,-0.06934623,-0.014126809,0.026332112,-0.029138817,0.007034555,0.04060405,-0.050562125,0.022323573,-0.008570604,0.00071803655,-0.0008527128,-0.039193988,-0.02644355,0.017158687,0.01974765,0.021531107,0.05287894,0.0089093195,-0.45446256,0.029313399,0.024409264,-0.054879107,-0.005481653,-0.043139398,-0.07869091
P27797,-0.00820465,-0.017956411,-0.0128497025,0.011623871,-0.027705422,-0.013705384,0.023101147,0.07560089,-0.027962858,-0.008006959,0.03039722,-0.052221395,0.0042472705,0.040382147,0.024477974,0.0410218,-0.017079964,-0.22384071,0.008823783,-0.01001884,0.17674617,-0.0332851,0.01961529,0.02919688,0.013688265,-0.017399244,-0.06489011,0.021784265,-0.0015071199,0.020769984,0.052773774,0.025549952,0.030696474,0.0042275065,-0.014158914,0.016026163,0.0501883,-0.007562377,0.04103782,0.0032364167,0.053502835,-0.008135426,-0.015789222,-0.012374238,0.020924108,-0.03419583,0.0486505,0.00047640366,0.013831302,-0.002178912,-0.005995476,-0.024350299,-0.019045139,0.015429594,0.026131196,0.0652103,-0.008580067,-0.46072137,0.034156393,0.038961984,-0.050049275,-0.04367204,-0.0127562145,-0.067884795
Q9K498,-0.06843045,-0.0387182,0.02063127,0.03544129,0.04163828,0.016032556,0.06327381,0.20003818,0.06910827,0.0980496,0.015917866,-0.10611879,-0.003720224,-0.017121585,0.02585155,-0.11239522,-0.033416335,-0.14155023,-0.021516128,0.047385264,0.23808745,-0.029161347,0.14490308,0.006428742,-0.0029493251,-0.021370325,-0.020739814,0.08442811,-0.025853148,0.01441126,0.0009945588,0.03190792,-0.05471822,0.10941138,0.006945052,-0.012615174,0.0122585725,0.08455681,0.16872212,-0.004843354,0.016080806,0.018347817,-0.08024766,-0.036638416,0.047741197,-0.033484004,0.07169404,-0.1608865,-0.12716217,-0.0005052931,-0.13061327,0.09469981,0.07761718,-0.013470596,0.09238656,0.022441769,-0.0064818305,-0.49165103,0.12061863,0.12400264,0.043282725,0.031438086,-0.1457245,-0.088951424
O95319,-0.035697088,-0.009819115,-0.09209687,0.014319282,-0.09210847,-0.05918532,-0.021159556,0.12436411,-0.043553874,0.07313431,0.07594268,-0.100152835,0.036088757,0.0012257248,-0.082261816,0.0098774675,-0.050745606,-0.17299046,0.0335587,-0.010154068,0.06442371,-0.07094098,-0.051366515,-0.06530663,0.01897556,-0.05745199,0.010870072,0.025054414,-0.070775926,0.01834215,-0.011970652,-0.026001034,0.12793152,-0.08341475,0.0015305299,0.016564101,0.05932737,-0.0037331358,0.0488448,-0.04357588,0.038910434,0.01072723,-0.051025473,-0.07514798,-0.029881373,-0.090789385,-0.022077411,0.0015567392,-0.07285236,-0.007837597,-0.10121248,0.018113475,0.0035234494,-0.08605927,-0.0041701226,0.026049552,0.041133158,-0.4511377,-0.025676552,0.11128366,-0.09623386,-0.10313442,-0.001733409,0.051295318
O09118,0.061341587,-0.05020387,0.00426854,0.019577434,0.013334099,-0.018976687,-0.027840033,0.018017266,0.015030609,-0.065814875,0.018274903,-0.012241747,-0.05371525,0.010495345,-0.003087188,0.07105937,-0.049706746,-0.3413918,0.005269218,-0.0033223026,0.2123578,0.051667336,0.21517256,0.034665596,-0.03879559,0.036599375,-0.0042880927,0.023866938,0.021100719,0.021919262,0.04770082,-0.030428402,0.019769551,-0.0056136097,-0.03535343,0.013290408,0.012550254,-0.028292459,-0.029308546,-0.01631091,0.034588486,-0.012526996,0.0026504411,-0.01556261,0.0850153,0.018905051,0.01918065,-0.0047033117,0.04061866,-0.002233705,0.043259528,0.04522321,-0.055736274,0.014278008,-0.020493982,0.031891678,0.004460975,-0.33145645,0.013108051,0.08368694,-0.10879459,-0.04304004,0.052529946,-0.10694885
O60381,-0.16069981,-0.16672473,-0.15857951,0.06163183,-0.020376325,-0.06888062,0.1603384,0.20917967,0.04299918,-0.023138255,0.09345536,0.012721904,-0.13460806,-0.12793688,0.019865453,0.089023575,0.09266025,0.33067912,0.09321296,0.02108854,-0.19712682,-0.05556523,-0.11063247,-0.068105444,-0.07633489,-0.018184617,0.12510946,0.19762623,0.051499058,0.021524016,0.043137223,-0.10183044,0.10178944,-0.08114489,0.03736528,-0.17104986,0.1529644,0.18667664,0.2723897,-0.04610591,0.060660034,0.02016481,-0.02840186,0.047519818,0.005688533,-0.039460916,-0.17391856,-0.072675124,-0.042216152,0.0037296042,-0.044454664,0.18469015,0.026966702,0.1750673,0.021163117,0.09322244,-0.0716186,-0.8063798,0.0125873,0.1790973,-0.029960983,-0.031729445,0.024581835,-0.14637743
P06312,-0.06205055,0.064371906,0.02601192,0.22984317,0.06843793,-0.06377332,-0.023628894,0.15939268,-0.13966846,0.04105404,0.119450785,-0.0888405,0.049325794,-0.10614018,0.2407877,-0.3381763,0.18099958,0.033312038,-0.013857083,0.02864869,0.041654363,-0.02124577,-0.10732822,-0.09783177,-0.07018101,-0.009456091,-0.14766988,0.03384406,0.088094234,0.01433311,-0.015253358,-0.044932805,0.23886728,-0.01521188,0.08642539,-0.1166359,0.18346715,0.051391885,-0.04432267,-0.096577406,0.018279765,-0.001601167,-0.048810747,0.04663931,-0.059482068,0.14482628,0.16829857,-0.15024832,-0.040198654,-0.0037512276,-0.057258114,-0.083944246,-0.10744034,0.066652924,-0.0055306405,0.0533645,-0.009324856,-0.82690275,0.06339832,0.06313536,0.117323115,0.024962671,-0.042078912,0.14746433
P0A935,-0.081427775,0.11502419,0.022316247,-0.15407065,0.026708046,0.15399477,0.014402136,0.22866268,0.0055923434,-0.016368264,0.059073232,-0.031236794,0.04539182,0.14950459,-0.069731,0.0014804661,-0.0042612837,-0.25718817,-0.15070261,0.016814014,0.2117881,0.03983099,-0.15268485,0.30281335,-0.03914258,-0.025742423,-0.09462444,-0.07711873,0.0439287,0.020096067,-0.14514026,-0.073568664,0.33065253,-0.012130216,-0.006532976,0.15717974,-0.09254086,-0.054954905,-0.069230914,-0.101541564,0.056400813,-0.0013869017,0.08813651,-0.07024554,-0.024624545,-0.056105144,0.019793998,0.03640713,0.019959887,-0.0016571216,-0.047891777,0.1149347,-0.061207443,-0.02569952,-0.021580297,-0.035935156,-0.039197337,-0.42082483,-0.16022202,0.18584254,0.020206604,0.03537115,0.08429965,-0.06871649
P0C8E7,-0.07783078,-0.14697975,-0.049100965,-0.010978565,0.17492718,-0.25574437,0.004258702,-0.0469791,-0.165502,-0.11181814,-0.040503956,0.08667608,-0.14531979,-0.024570316,0.050961465,-0.022114808,0.13459373,0.37601042,0.18467188,0.05246471,0.014686003,0.041770745,-0.061083507,-0.15794897,0.031894658,0.078359835,-0.02234157,0.07308141,0.055910345,0.021883765,-0.010389215,0.099679805,-0.00903976,-0.095197655,-0.13355072,0.11258916,0.18724506,0.049125105,0.20422058,0.106132664,-0.071170904,0.029351817,-0.12370176,0.07100368,0.16050328,0.09689831,0.03776495,0.005658964,-0.04071659,0.00091959786,0.054959785,0.0075155273,0.13993691,0.18841483,0.12614916,0.015863499,-0.041421317,-0.87919515,-0.054334644,-0.02219508,-0.034124393,-0.11313373,0.0825549,0.16756262
O43572,-0.04076903,0.08244284,0.15663108,0.093531,0.029768378,-0.11026565,-0.10430143,0.18603715,-0.12859717,-0.064913966,0.001852372,-0.2057622,0.08143484,-0.11773765,0.109357,-0.31456953,0.1470944,-0.35160923,-0.035634305,-0.0035624832,0.3153829,-0.008289111,-0.05630661,-0.27476805,-0.044502594,-0.119980395,-0.0720344,-0.016620893,0.13998869,0.012502724,-0.025592,0.09264233,-0.12697878,-0.03419692,-0.08822349,-0.077509984,-0.0067159445,-0.0514609,0.021859745,0.010256398,0.033232786,-0.011942123,-0.00041164458,-0.14792538,-0.088056296,0.05180939,0.022693738,-0.04088238,0.119804814,-0.008293525,-0.037680488,-0.06055649,-0.0035339207,0.061350197,-0.0021741241,0.03196773,-0.03635715,-0.33878708,0.004272872,-0.0014120102,-0.012202149,-0.0036451102,-0.076491274,0.146485
Q9H211,-0.040932775,-0.11261829,-0.094134875,0.098399006,-0.020860087,0.073746726,-0.040992778,0.009878222,-0.036479823,-0.021856697,0.038414717,-0.006023566,-0.030241886,0.001981616,0.043683685,0.015055504,0.030609457,-0.13841417,0.01723963,0.05937489,0.22246255,0.017904855,0.14332914,0.07768984,0.020976733,-0.03511635,0.033606492,0.027115405,-0.07961259,0.019138187,0.09203808,0.024422502,0.11574371,0.032816928,0.00089356204,0.03984287,0.01012697,0.012260464,0.10039175,0.009261432,-0.021191876,0.07548735,-0.011906739,0.017306352,0.094905004,-0.00048933475,-0.01477879,-0.03619351,-0.110504046,-0.0036894025,-0.045045353,0.081923716,0.0031110405,0.008670793,0.08606343,0.09977672,0.020991964,-0.37729427,0.050535694,0.038867157,-0.07571478,-0.039477423,0.08300205,0.03696599
Q9H0M0,-0.023735235,0.032908574,0.057940006,-0.032732747,-0.012779618,0.018887574,-0.022611257,0.13640067,0.15042132,0.052189745,0.08243348,-0.06890919,0.12506072,-0.05402813,0.07574378,-0.1032663,-0.017840106,-0.19807465,-0.092411965,-0.0032868355,0.2892604,-0.030190676,0.04395718,0.014209968,0.06147337,0.088029996,-0.056949534,-0.00858706,0.017720422,0.01424011,0.061656762,0.009648347,-0.037432365,0.11331735,-0.076033205,-0.030855943,0.02805006,0.058002464,0.2717895,0.04605741,0.060795717,0.17167433,0.04428668,-0.021091338,0.05404221,0.0027319156,0.044073366,-0.071514845,0.017911445,0.0002782684,-0.119170405,-0.11003263,-0.04341043,-0.065699376,-0.011146186,0.08858759,-0.010022158,-0.38332665,-0.07418357,0.023565283,-0.034356307,0.10711757,-0.098344006,-0.08392529
O42661,-0.07304953,-0.03894115,-0.086081125,-0.041512493,-0.11512673,0.11562825,-0.012501965,0.025537416,0.013098975,0.14175723,-0.07617062,-0.0293255,-0.022641702,-0.15934347,0.016496412,0.0613881,0.008079124,-0.3132058,-0.0037144683,0.13596429,0.10260606,-0.06694669,0.20862903,-0.15246634,-0.021327563,0.08521225,0.018754127,0.036691394,-0.10043943,0.017346563,-0.052269567,0.19667159,0.019981844,0.14347824,-0.022961147,0.055905383,0.0037089686,0.062635735,-0.09866015,0.009222004,-0.08213602,-0.013606339,-0.03729908,-0.15909934,0.020087268,0.0029984314,0.010285479,0.018016404,-0.059480768,-0.007589698,-0.12069308,-0.065506674,0.017579125,-0.121641226,0.039584067,0.030865282,0.03690276,-0.3277317,0.014618686,0.0837366,0.016875377,0.113642536,-0.056596342,0.033444572
Q92448,0.016421465,-0.0842775,-0.15830247,-0.06379867,-0.11757367,-0.1874156,0.023774968,0.0061860085,-0.05608173,0.039277595,0.009145293,-0.16901319,-0.03945041,-0.112965554,-0.04549272,0.26688358,0.012818453,-0.19424187,-0.013592035,-0.033612963,0.33992517,-0.004348392,0.17940228,-0.10583973,-0.030472869,0.031761263,-0.049214274,0.11781546,0.025870567,0.015342125,0.08411252,0.026316153,0.16426514,0.089636706,-0.065008774,0.011453047,0.029886616,0.07731409,0.15868624,0.07858888,0.06601735,-0.010225405,0.03151004,0.040728565,-0.049791727,0.01370268,-0.063481964,-0.07213285,-0.009931132,-0.005686796,-0.15265407,0.0067561157,-0.04081977,0.0779065,-0.081093565,0.056747854,0.042857926,-0.3293654,0.010026316,0.025819754,0.077722564,0.12049777,-0.0054587326,-0.0035857584
P08621,-0.028070332,-0.057823624,-0.05507301,-0.00027592276,-0.106020235,-0.04831488,0.03335156,4.222989e-05,0.07420282,0.048284125,0.020060364,0.029624565,-0.07068368,-0.14154197,0.046612263,0.09806097,0.014151421,-0.18430285,0.07931354,0.103276566,0.19990028,0.027570946,0.008970029,-0.08118839,-0.019123428,-0.05114983,0.03530201,0.044968907,-0.085508764,0.019468278,0.059609022,0.083352216,0.13997477,0.051893488,0.020943085,0.04806057,-0.011357638,0.06804848,0.0862546,-0.0143071385,0.017763363,0.017447617,-0.049459912,-0.011744558,-0.005196818,0.046524998,-0.051087774,0.010168359,-0.0165053,-0.0035789954,-0.10204378,-0.002734057,-0.030365078,-0.075645894,-0.025566055,0.029585171,0.03249457,-0.4391884,0.0057693366,0.020704396,-0.018001841,-0.02927788,-0.044924024,0.089661926
P61077,-0.028973624,-0.009198243,-0.005304305,-0.011360271,-0.014769208,-0.021948103,0.030966327,0.07335561,0.012266385,0.0060120397,0.036095627,-0.027931638,0.015425341,-0.025733579,-0.02293026,-0.054110117,-0.03140936,-0.24690655,0.052786063,0.017428752,0.24743688,-0.0038483227,0.022558533,0.029411819,0.05498415,-0.08564639,-0.046624754,-0.055480883,-0.022243146,0.01872277,0.042788703,-0.0589016,0.029582474,0.04122124,-0.074039504,-0.03131348,0.09422024,-0.015780883,0.17603105,-0.0007229904,0.02619198,0.050416313,-0.0027495325,-0.0221345,-0.094304815,-0.015957702,-0.044362485,-0.036998343,-0.035695344,-0.0015917975,-0.051233992,-0.073565274,-0.04489927,-0.017457891,-0.0316513,0.060205426,0.018228542,-0.43899828,-0.0058524557,-0.005195977,0.009445491,0.0064153713,0.007312251,-0.013217468
P19087,0.010924872,0.083785355,-0.08692825,0.030789595,0.0041524023,0.07485707,0.03574708,0.072759464,-0.07224743,-0.027425956,0.04372607,-0.058940127,0.012415614,-0.04530617,0.08191162,0.03428836,0.07845067,-0.5674652,0.033842772,0.05344897,0.07679325,-0.014458131,0.0034149252,-0.12978487,-0.10818556,-0.039098337,0.030872405,-0.03283003,0.07002499,0.021315437,-0.081792876,-0.15458888,0.026714515,-0.021957532,-0.029491685,-0.07719995,0.08205102,-0.01835271,-0.020701576,-0.031831317,0.07864848,0.027043648,-0.103120275,-0.12799802,-0.06557242,0.105260454,-0.07714482,0.022771087,0.0060932655,-0.0076652234,-0.06885989,-0.010160003,-0.014544001,-0.017775588,-0.13650155,0.06421346,-0.008250698,-0.32447338,-0.08578425,-0.10437578,0.013668388,0.16440319,0.042277154,0.0155229345
P11325,-0.08662578,0.033190954,0.0039388114,-0.0048034256,-0.059209924,-0.13729078,-0.06056135,0.025291696,-0.11503315,-0.037570648,0.088779464,-0.09124033,0.18483053,0.0054354644,-0.02331095,-0.1424085,0.009453927,-0.21832511,-0.03690699,-0.045834005,0.10562921,0.017404594,-0.084561184,-0.1373836,0.07989067,-0.12172605,-0.063680515,0.0485068,0.034146834,0.015932791,0.063645385,0.023283096,0.02776849,-0.009045884,-0.110614724,0.058735263,-0.009792468,-0.0750255,0.15429936,0.05566898,0.0043813842,0.030379564,0.009934344,-0.10226374,-0.05783124,-0.05347348,0.028782502,0.06800391,0.045442138,-0.0043774913,-0.105479665,-0.05950064,-0.008453143,-0.009182637,0.005644836,0.04800439,-0.0511105,-0.4796393,-0.074672095,0.08593531,-0.08528436,-0.06160595,-0.05127352,0.056180082
Q9NRI5,0.023374435,0.020121837,0.040049005,0.0484741,-0.01535098,-0.06653342,-0.039885662,0.17113025,-0.06895218,-0.040598325,0.021107001,-0.089712955,-0.038741168,0.0114592,-0.006909791,-0.07382722,0.03466163,-0.33580902,0.010644964,0.028347095,0.16638437,-0.01416977,0.06652408,-0.077378325,-0.025163589,-0.06719159,-0.0009996861,-0.02417195,-0.010147819,0.018838892,0.018509293,0.034111857,-0.058295805,0.022494424,-0.022444094,-0.03696664,-0.036180906,-0.027285056,0.14722997,0.021232514,0.09864918,0.0074863806,-0.013622382,-0.019481102,0.060244445,0.028937545,-0.0071009626,-0.0152803,0.021956686,-0.0043071304,-0.020099081,0.06061458,0.021509903,0.00035825174,-0.03626651,0.059970178,0.019967938,-0.36913022,0.043242566,0.032721274,-0.08073861,-0.062373947,0.0018664335,0.054686677
