accession_code,ProstT5_64_dim_0,ProstT5_64_dim_1,ProstT5_64_dim_2,ProstT5_64_dim_3,ProstT5_64_dim_4,ProstT5_64_dim_5,ProstT5_64_dim_6,ProstT5_64_dim_7,ProstT5_64_dim_8,ProstT5_64_dim_9,ProstT5_64_dim_10,ProstT5_64_dim_11,ProstT5_64_dim_12,ProstT5_64_dim_13,ProstT5_64_dim_14,ProstT5_64_dim_15,ProstT5_64_dim_16,ProstT5_64_dim_17,ProstT5_64_dim_18,ProstT5_64_dim_19,ProstT5_64_dim_20,ProstT5_64_dim_21,ProstT5_64_dim_22,ProstT5_64_dim_23,ProstT5_64_dim_24,ProstT5_64_dim_25,ProstT5_64_dim_26,ProstT5_64_dim_27,ProstT5_64_dim_28,ProstT5_64_dim_29,ProstT5_64_dim_30,ProstT5_64_dim_31,ProstT5_64_dim_32,ProstT5_64_dim_33,ProstT5_64_dim_34,ProstT5_64_dim_35,ProstT5_64_dim_36,ProstT5_64_dim_37,ProstT5_64_dim_38,ProstT5_64_dim_39,ProstT5_64_dim_40,ProstT5_64_dim_41,ProstT5_64_dim_42,ProstT5_64_dim_43,ProstT5_64_dim_44,ProstT5_64_dim_45,ProstT5_64_dim_46,ProstT5_64_dim_47,ProstT5_64_dim_48,ProstT5_64_dim_49,ProstT5_64_dim_50,ProstT5_64_dim_51,ProstT5_64_dim_52,ProstT5_64_dim_53,ProstT5_64_dim_54,ProstT5_64_dim_55,ProstT5_64_dim_56,ProstT5_64_dim_57,ProstT5_64_dim_58,ProstT5_64_dim_59,ProstT5_64_dim_60,ProstT5_64_dim_61,ProstT5_64_dim_62,ProstT5_64_dim_63
O43464,0.19356024,-0.02725548,0.08761835,0.023438081,0.07373454,-0.054058112,0.21380599,0.07901645,-0.10146166,-0.046918582,0.06531249,-0.034559738,-0.0779332,-0.059209988,0.20188133,0.06201066,0.14679284,0.05308236,0.06894548,0.079414144,0.015608966,0.065001465,-0.08093186,-0.08781281,-0.015307445,0.10242506,-0.085551076,0.052104153,0.037221014,-0.0316685,0.14545682,0.0062874514,0.11099087,-0.014113825,-0.11594422,-0.069663525,0.2121012,-0.032110885,0.090921804,-0.030637521,-0.017195605,0.05366929,0.10298548,-0.06563479,-0.06459857,0.024452006,-0.0113271065,0.019018449,-0.023015518,0.0069784448,-0.08766417,-0.17806311,0.012889691,0.03062661,0.15424499,-0.067556664,0.0697538,0.17212622,-0.021653976,-0.0823003,-0.04149913,-0.012491286,-0.04769115,-0.07205141
P01764,0.16998461,-0.19544968,0.0741987,-0.29623002,-0.05959702,0.17195335,0.20251565,-0.27251315,0.2031509,-0.19993627,-0.029618977,0.030678274,-0.0416215,0.04907279,-0.021527827,-0.19414872,0.1447973,0.016663805,-0.061906558,-0.002702102,-0.2889962,0.038657602,-0.31661505,-0.031584807,-0.15177375,-0.17621864,0.0066910237,-0.34963435,0.17602357,-0.100190975,-0.023256911,-0.2559985,0.11254728,0.14446986,-0.11399088,0.080673814,-0.2898117,0.0070082955,0.039872527,0.041514486,0.05104059,0.09409825,0.21374995,0.120960884,-0.03984666,0.13848202,0.1417337,-0.053617872,-0.012821743,-0.1309672,-0.19644107,0.102284774,-0.016049176,-0.0075049773,0.22266617,-0.12202753,0.15204698,0.20727837,-0.005993847,-0.091552116,-0.093024015,0.11643089,0.2171039,0.08512705
Q9HD42,-0.023671506,-0.06586644,-0.06542377,-0.18611816,0.07558888,0.26252857,0.07114646,-0.17026842,0.24341162,0.24954563,-0.02822682,0.2514524,0.03912349,0.050950546,-0.027035192,-0.31235975,-0.085498616,-0.09421858,0.053185623,0.18859851,0.110156566,0.058499966,-0.04338725,0.0435277,0.17486039,-0.030164637,-0.07666818,-0.21618499,0.123019144,0.3863478,0.014853906,0.3108537,-0.18212815,-0.18309629,0.11406408,4.582107e-06,-0.106271885,0.0162762,-0.15792766,0.14803416,0.11370133,0.13427956,-0.27111453,-0.046547983,-0.006198177,-0.07226896,0.084067255,0.084557384,0.04895273,0.12760365,0.02254619,0.02859857,0.31533843,0.094041,-0.29150152,0.112359405,-0.19796538,0.5229606,-0.09741576,-0.15209663,-0.14552517,-0.055433318,-0.16001418,0.23885383
P27797,-0.14204755,-0.06491507,0.20639035,-0.11196407,0.08908662,0.26515087,-0.07333,-0.047422342,0.09144802,-0.049857534,0.07544935,0.13349263,-0.0011569709,0.05269369,0.15790792,0.17190453,0.15059909,-0.10182766,0.0045567676,-0.03542178,0.14766155,0.081212394,-0.16507097,-0.12026351,0.051474214,0.12796438,0.17624599,-0.18906026,0.20364875,0.05009856,0.09810524,-0.20877796,-0.13951916,-0.021646187,-0.020291269,-0.1078099,-0.07761919,0.0043986067,0.1691634,0.010012397,0.30011168,0.18645279,-0.10849104,0.08087795,-0.2861102,-0.022433907,-0.023978584,-0.06467115,-0.05969476,-0.110407926,-0.034565736,-0.16885732,0.036690056,-0.08256121,0.026241083,-0.42557728,-0.102307715,0.024295505,-0.20436585,0.05192446,-0.0948187,0.06984539,-0.02921126,0.08021554
Q9K498,0.036506735,0.015322317,-0.21643348,-0.0093077645,-0.07236734,-0.2229783,0.12524632,0.19746144,0.26830608,-0.10894421,0.06444848,-0.060437184,-0.021617167,-0.094288215,0.04009264,0.018351182,-0.06270001,0.19624838,0.28510234,-0.02951397,0.229128,0.15229467,0.10198434,0.053744063,-0.0843474,0.02346553,0.27425393,-0.14567122,0.08243452,-0.23210242,0.0856987,0.0394089,0.14219776,0.05772828,-0.26531246,0.08679402,0.20128626,-0.025293132,-0.13882516,-0.062122434,-0.011391662,0.008017534,0.10493619,-0.07663216,-0.07256231,-0.04412882,0.053110138,0.23945796,-0.11178644,0.011526033,0.034222644,-0.17987064,-0.074090056,-0.0490637,0.22624324,-0.20456856,0.04162933,0.07849249,0.005550746,-0.05404477,-0.12596655,-0.13503638,0.07594209,-0.0064713936
O95319,0.1443918,-0.1137914,0.19911219,0.11527595,0.035852697,-0.040119193,0.17274484,-0.076127715,-0.3932492,-0.11644292,-0.023306161,0.045465615,-0.117283605,-0.10635428,0.046322715,0.11560081,0.043443587,-0.047727577,0.023065835,0.04974023,0.02204875,-0.032209218,0.12769602,-0.007074658,-0.059423495,0.004454121,-0.22737113,0.10323055,0.055168014,0.049385406,0.046520866,0.03715632,0.057353888,-0.13214166,-0.112875454,-0.0344949,0.15266098,-0.020327283,-0.0075679123,-0.029781982,-0.15614983,-0.0045865383,-0.06347098,-0.06516267,-0.086962886,0.009622421,0.14485623,0.094477475,0.027893625,-0.12536405,0.026344012,-0.21459834,0.073915124,0.22274476,0.027780004,0.04270062,-0.08522699,0.09294477,-0.16492815,0.0270698,-0.066616766,-0.13174252,-0.26094222,0.0968257
O09118,0.023833727,-0.063457556,0.089946754,-0.31069523,-0.114966765,0.07192945,-0.16687748,0.025189303,0.14081658,0.041995324,0.14141814,-0.06412399,-0.045023106,-0.11231252,0.11285618,0.016050346,0.18895347,-0.17560744,0.026753526,-0.01160346,0.08607044,0.070826575,0.07122107,-0.03850973,-0.11473983,-0.08206866,0.193858,-0.12696555,0.1716377,-0.038044266,0.036171548,-0.30416936,0.0061951876,0.10807824,-0.066388994,-0.016643524,-0.043049075,-0.022357281,0.22144502,-0.0031320085,-0.002597496,0.02823217,0.15691963,-0.10296204,-0.20883709,0.06362812,-0.111585505,-0.22276679,0.22742637,-0.42078504,0.12527728,-0.08010806,-0.08331738,0.009424254,-0.028052635,-0.37502944,-0.1992826,0.04831052,-0.011580426,0.03241563,0.012853418,-0.058453083,0.028138213,0.06797097
P45880,-0.2046614,-0.0855779,-0.1916311,-0.25610578,-0.02093913,0.067914166,0.17755169,-0.058082853,0.12206426,-0.16952097,-0.021787317,0.37083656,0.04957071,0.26838747,-0.018481351,-0.17964092,0.12366706,-0.029507063,-0.35374478,0.014315657,0.19736263,0.14886394,-0.20136224,-0.028462024,-0.20045176,-0.075771116,0.04958234,-0.006284762,0.24797218,-0.2600017,-0.12646541,-0.061379965,-0.10714115,0.05441193,-0.08546061,-0.18367758,-0.118295096,0.059108663,0.026087143,0.11650463,0.053849444,-0.027623083,0.27888373,0.22348183,0.07250744,0.1934193,-0.046216868,0.14697418,0.07003562,0.17759821,0.284271,0.066226125,-0.30779898,0.019236982,0.14478613,-0.51618296,0.16205397,0.17091994,-0.047227662,0.029112935,0.069700405,0.09148593,-0.1079835,0.06186366
O60381,0.1855013,0.012730231,0.13995075,0.0909898,0.041037995,-0.1114269,0.23315312,-0.066030145,-0.43105653,-0.07182545,-0.10146484,-0.064055234,-0.07908974,-0.1432718,0.22742362,0.062263727,0.0891194,0.028310262,-0.0012326874,0.041650567,-0.073379025,-0.008523258,0.07430022,-0.00976927,0.04797311,0.09531244,-0.08610309,0.066043004,-0.24903761,-0.01840887,-0.022641549,0.00065492897,-0.012219224,-0.08522421,0.013321802,-0.0079487115,0.1556685,-0.0060651787,0.091218635,0.0668142,-0.010184646,0.087356165,-0.1132135,0.08230216,0.11150344,0.1486874,0.065216295,-0.052150823,0.026882842,0.01471103,0.29478455,-0.22356546,-0.023615018,0.0027527846,0.008439921,0.12628798,0.06596484,-0.15600327,-0.17541921,0.0243961,-0.08244908,-0.03037621,-0.08619006,0.06637291
P06312,0.17269729,-0.13088617,0.117755294,-0.33682317,-0.04331107,0.13097596,0.21453741,-0.19988713,0.15651828,-0.1790953,-0.056010544,0.010840911,-0.042145357,0.0011949785,-0.002473332,-0.2528131,0.08870856,-0.007085547,-0.027410362,-0.06971732,-0.31118086,-0.031074427,-0.29416493,-0.033328462,-0.053344965,-0.08217127,0.07009865,-0.3037585,0.12241553,-0.1794032,-0.0018020663,-0.22977766,0.086682275,0.14136323,-0.12712826,0.07081543,-0.28778392,-0.027951837,0.021990016,0.05145745,0.11661272,0.099239,0.2047138,0.11464124,0.018666117,0.113134734,0.091428086,-0.03641779,-0.049991064,-0.092207715,-0.25354424,0.046414427,-0.02385331,-0.11062943,0.24612609,-0.13206255,0.14167908,0.13538074,-0.0005052835,-0.085509285,-0.120411426,0.08918805,0.17699093,0.014653539
P0A935,0.044153713,0.18286462,0.04511074,-0.29319566,0.078045756,-0.05899889,-0.20690177,0.049373206,-0.06058263,-0.022040382,-0.054256007,0.022546608,-0.06693261,-0.026120262,0.1415352,0.056333452,-0.053533882,0.052395396,0.035262164,0.09143054,-0.036792476,0.094256595,0.21435985,0.042543113,-0.11904938,0.12120848,0.20881715,-0.07461492,0.0023587048,-0.29750678,-0.08506422,0.053054824,-0.097361624,-0.04728117,0.043596044,0.15447052,-0.0046667554,-0.11760682,-0.104860544,-0.016057093,0.16451564,-0.03218292,0.034035314,0.016602747,-0.0136344135,0.13893828,-0.008830935,0.14288554,-0.15600008,0.106368,-0.098630205,-0.09065785,-0.14341399,0.12541789,-0.041395716,-0.07495991,0.038894773,-0.11874453,-0.1403402,-0.22391078,-0.19604601,-0.08612147,-0.05182227,0.05260575
P0C8E7,0.17682132,0.14160475,0.11058794,-0.36774057,-0.022189178,-0.13024801,0.098080084,0.032948446,0.1531261,-0.032142267,-0.065285385,0.03806285,0.06969541,-0.20382842,0.095414124,-0.20672843,0.008739401,-0.07552735,-0.11543444,-0.055994093,-0.2065965,-0.11029174,0.26930764,0.018717026,0.027998261,0.2145189,0.0123358965,-0.20510235,-0.11802389,-0.06581065,-0.0040973034,-0.096739516,-0.062839404,0.16604891,-0.03202172,0.075606704,-0.12387637,-0.1620916,-0.03809204,0.13238247,0.15832502,0.022901198,0.32472834,-0.04648887,0.14390765,0.09927598,-0.20521995,0.07013077,0.030813992,0.13660797,-0.3335909,-0.025622778,-0.081466906,-0.15380782,-0.03211288,0.24428828,-0.08980692,0.039040945,-0.08240472,-0.0027480535,-0.14066817,0.117785536,0.020618714,-0.0470429
O43572,0.07494561,0.077585615,-0.04475791,0.07984406,-0.028588168,-0.066050656,0.21790926,-0.17693926,-0.37260112,-0.051256217,-0.038620353,-0.25552732,-0.19187137,-0.19169764,0.11348223,0.002681762,-0.05227717,0.14925155,-0.031271365,-0.05057104,-0.09942122,0.10148575,0.12855387,0.037196033,-0.123473145,0.040101014,-0.0066293254,0.034597047,-0.048075277,-0.005681876,0.0790668,-0.07867276,-0.078031555,-0.077363655,0.026652195,-0.023793504,0.19664289,0.104592666,-0.03248451,0.093214765,-0.026004873,0.09765937,-0.17744762,0.01378743,0.13655686,0.06443591,0.10844654,-0.021458283,0.020168237,0.030997768,0.19137323,-0.14558175,0.10708773,0.089658804,0.045757122,0.01804696,0.023257695,-0.09187902,-0.117289975,0.009262867,-0.033195153,-0.10537745,0.061592318,0.13225517
Q9H211,-0.19172736,0.060345158,0.059118822,0.027076684,0.030941749,-0.009563357,0.0655153,0.12425981,-0.29435673,0.13980445,-0.10094362,-0.09829736,-0.010041453,0.112219475,0.009745017,0.018009886,-0.0760587,-0.11924749,-0.21698242,0.075346574,-0.017016727,0.030700874,-0.12650546,0.0105549265,-0.09247901,-0.14797537,0.162776,0.037075512,0.11184828,0.15267546,0.13426122,0.20233123,0.0062414594,-0.11284177,0.018654533,0.06817081,0.18593301,-0.0043617077,-0.033054397,-0.0062058815,0.07804713,-0.037451327,0.021643605,-0.08445957,0.18397091,0.047253292,0.15613556,-0.09779028,0.03332819,-0.051790617,-0.12708648,-0.068096645,-0.0024285242,-0.0414908,0.08196881,-0.08537096,0.002089776,-0.14070415,-0.016490687,0.24167058,-0.0034774765,-0.07275982,-0.17555192,0.11670148
Q9H0M0,0.17899239,0.021686643,0.11991747,0.03111571,0.0056791753,-0.16905987,0.11367589,0.0023476975,-0.48409748,-0.10640206,0.0008729771,0.023775574,-0.15843856,-0.04669716,0.057812605,0.016601987,0.17144766,-0.036443837,-0.086982116,-0.043715157,0.041200228,-0.061987825,0.063654184,0.025709094,-0.06131691,0.06538775,-0.120017596,0.14432971,0.100049764,-0.01615273,-0.08913068,-0.07921841,-0.039725527,0.001867896,0.01862888,-0.050269842,0.25780576,0.039526727,0.06856616,0.0669214,-0.14450356,0.037767813,-0.0671223,0.05136489,0.1383337,-0.04555867,0.08319369,-0.064238094,0.079659045,-0.05689021,0.18691593,-0.08918274,0.029907279,-0.056553286,0.005479455,-0.018912196,-0.0086058155,-0.042383924,-0.08544314,0.12670624,-0.00057430007,-0.14135592,-0.18671173,0.06107886
O42661,0.050935462,-0.14804654,0.0071585216,0.2541263,-0.025453798,0.2219443,0.06356646,0.18503448,0.35905907,0.08589771,-0.10706061,0.253787,0.18711469,0.3013576,0.025202706,-0.15302733,-0.052657187,0.03515991,-0.11445519,0.14622824,0.1951295,0.056799345,-0.024200391,-0.09240284,-0.11556706,-0.114191785,-0.14230424,0.029081509,0.2577211,0.10937863,0.018570153,-0.066281155,0.083100095,0.01112953,-0.20471475,-0.063501954,0.036585394,-0.017987158,0.12633967,-0.17778409,-0.16402975,-0.12706445,0.33633924,0.015065607,-0.21261814,0.09589997,-0.029176012,0.1603815,0.062382348,0.07129002,-0.3885556,0.050554615,-0.03570906,-0.08313952,0.09844208,0.08044566,-0.16644059,0.19641173,-0.23730162,-0.11506854,-0.06755992,0.33578116,-0.294451,-0.094784684
Q92448,0.0550481,-0.041007575,-0.029839829,-0.21645959,0.021096084,-0.01342722,0.05187384,-0.06549713,0.03546934,0.081916645,0.027395552,-0.006274756,-0.049085535,0.0034356439,-0.019764565,-0.024912804,0.061807595,0.009438533,0.047456384,0.06815632,-0.078784645,0.065175995,0.09494353,-0.068171576,-0.065246545,-0.020341076,0.1817675,-0.0030003749,0.119049266,-0.33882707,0.06841007,-0.0041401647,-0.26761195,-0.014441595,0.073112264,-0.13814992,0.12744632,0.015183564,0.08934964,0.030826237,0.060436845,0.016925083,-0.051063262,-0.0029753968,-0.022556487,-0.01404544,-0.041160993,0.020277958,-0.07461255,-0.038918808,0.13664655,-0.15270668,-0.09326864,0.1258868,0.018444005,-0.036609035,0.048230894,-0.07006315,-0.006519202,-0.14861473,0.017154837,-0.010957271,0.057851754,0.033907153
P08621,-0.10615551,-0.056512155,0.16936544,0.14312273,0.031207206,0.1295698,-0.09810078,-0.036029045,-0.15987404,0.09576603,-0.043504067,0.115095794,0.16770917,-0.018731773,0.1665062,0.24508572,-0.16197301,-0.026085706,0.12931974,0.12468986,0.23073113,-0.07057254,-0.038609665,-0.019903773,0.076610975,-0.0001661703,-0.08938993,-0.043450117,0.06770393,0.30593416,0.09097327,0.04155203,-0.0895299,-0.17604464,-0.15366241,0.037085004,-0.00056605274,-0.0011315085,-0.016084015,-0.11478916,0.045543686,0.02637702,-0.0757161,0.050050475,-0.10664661,0.078252286,0.10244563,0.0045393035,0.11494304,-0.050532065,0.09795799,0.027523044,0.11309574,-0.16634244,0.036486816,-0.16808236,-0.11984369,0.006826207,-0.22156045,0.098423116,-0.19627161,0.085263886,-0.19454578,0.09490917
P61077,0.103641674,-0.13037494,-0.049403235,-0.0751564,-0.049878504,0.3515021,0.042214096,0.14113612,0.5144649,-0.31109905,0.12717542,-0.082746446,-0.028324738,-0.24996364,0.057053417,-0.1923537,0.15910077,-0.09620832,0.3206465,-0.23103823,0.08660205,0.18265036,-0.13210876,-0.080831826,0.14268023,-0.08954134,0.23791188,-0.021408208,0.2596761,-0.03698875,0.037588775,-0.14137924,0.3537887,0.19719496,-0.12811899,-0.05452493,-0.2037638,-0.095930025,0.2717219,-0.11293365,-0.109085,-0.000699522,0.2068198,-0.11204126,-0.2456171,-0.14562659,-0.05208949,-0.08221919,0.07191323,-0.33703718,-7.5891614e-05,-0.11406141,0.18046986,0.14581767,0.08869539,-0.4265532,-0.0719074,0.26963452,0.16349807,-0.032365426,0.16738969,0.14528662,-0.050279614,-0.1175564
P19087,-0.013823045,-0.102928884,-0.097926795,-0.24948883,-0.062081132,0.23519349,-0.069164485,0.119113676,0.4422324,-0.06422278,0.043666556,-0.10450828,-0.07138764,-0.035471447,-0.008693188,-0.015153341,-0.0119826645,0.06529877,0.093133785,-0.015115395,0.11563839,0.12682235,-0.030712042,-0.010837056,0.0050486177,-0.09935504,0.23999521,-0.13458785,0.30343166,0.053364173,0.02977181,-0.07892124,-0.08267787,0.06586304,0.06959647,-0.0019722208,-0.05435595,0.11141707,0.025718857,-0.014477895,0.02640362,0.039810173,0.039512523,0.023760013,-0.1841698,-0.010762315,-0.047712617,-0.19350296,0.04394471,-0.09109868,0.09125045,-0.07865794,0.05812947,0.056897663,0.029763008,-0.22167575,-0.009561993,0.07119398,-0.080304205,-0.02927364,-0.0586332,0.09432396,0.19079798,0.14802106
P11325,0.12077864,0.051226735,-0.20198213,-0.18508703,-0.12130606,-0.10590022,-0.01709281,0.09938751,0.25728247,0.06401071,0.03178089,-0.07623638,-0.14304307,-0.04324859,0.013485149,0.084092826,0.11519612,0.04651553,0.061583072,-0.09403561,0.13180605,0.009055591,0.1111559,-0.06348338,0.009724148,0.047494985,0.13869487,-0.032698885,0.07189214,-0.18887803,0.017798372,-0.04069891,-0.01157191,0.09644784,0.014967382,0.060402475,0.20574997,-0.0013758168,-0.059145078,0.042461738,0.22401732,0.029588299,0.05223699,-0.07654908,-0.17936914,-0.1373952,-0.041522227,0.008398958,-0.08447379,0.0015205219,0.022893067,-0.16479243,-0.04035803,-0.03522444,0.020492706,-0.11334485,0.0047634467,-0.093873434,-0.11697945,-0.07415858,0.016614756,-0.21254326,0.14749134,0.08011505
Q9NRI5,0.11147475,-0.029453859,0.12480502,0.16959386,-0.04755908,-0.1680924,0.30938768,-0.15506889,-0.49248728,0.016567692,-0.13666777,-0.020048793,-0.060829066,-0.13387619,0.16356346,-0.011438616,0.019757032,0.010699257,0.058463015,0.12065609,0.0011316463,-0.0018123416,0.081586495,0.013017541,-0.035276063,-0.09413028,-0.047972836,0.12543327,-0.2551125,0.093553975,0.022109786,-0.0080625815,-0.13095847,-0.0050482787,-0.022990562,0.08558418,0.27743545,-0.018282536,0.15974301,0.016489703,-0.17146039,0.037364997,-0.14970765,0.08080681,0.1461278,-0.025504999,0.13471657,-0.056777216,0.036802113,-0.19933298,0.4332447,-0.05117152,0.11401575,-0.1345841,-0.016506683,0.1790329,0.009872533,-0.06461192,-0.09914027,0.077998556,-0.0026823916,-0.058268428,-0.150733,0.066579804
P18708,-0.11088004,-0.120164864,-0.048863634,-0.19017833,-0.022084821,0.11509992,-0.01620353,0.15985145,0.17281647,0.013854094,-0.051852696,-0.017425742,-0.07695646,0.011079244,-0.03402528,-0.026584476,0.16715088,-0.017364247,-0.038898166,-0.08293362,-0.059523802,0.114465825,0.12262826,-0.11006428,-0.10190799,-0.08778048,0.05163864,0.018375069,0.2038175,-0.13433042,0.039505385,0.0088019725,-0.10640142,0.030591838,0.035750836,0.02218068,-0.061371997,0.120748416,0.06846644,-0.011070772,0.18920669,0.025647594,0.03898613,-0.08534484,-0.088445894,-0.016575776,-0.03236661,0.022068702,0.08259713,-0.12144913,-0.0970999,-0.28396395,-0.10173414,0.04563547,0.09546116,-0.16368152,0.0048021823,-0.008997254,-0.011796426,-0.045639753,-0.08692098,-0.079867885,-0.07965008,0.13874829
O81862,0.034261182,-0.0977955,-0.04216508,-0.19064379,-0.11197546,0.02879378,0.15049346,0.1228357,0.21810305,-0.07111846,0.024342382,-0.12764207,0.01741343,-0.1947056,0.096887715,-0.00468494,-0.038959563,0.04267601,0.1729886,-0.0668636,-0.10468435,0.017286766,0.066594675,-0.011719806,-0.044382695,0.068960704,0.18336064,-0.14782241,0.24873753,-0.18071388,0.11351624,-0.09847841,-0.069009446,0.042341016,-0.089073434,-0.052233532,0.08579885,0.039017964,0.055982128,-0.021741189,0.050654754,0.11246699,0.056890957,0.06509387,-0.20491695,0.056594037,0.016162917,0.12927565,-0.10569555,-0.1384385,0.108399525,-0.027676325,-0.042109348,-0.076966055,0.17041977,-0.20737028,-0.0017876327,0.10243718,-0.056478675,-0.06954159,-0.09512789,-0.008812763,0.1558058,0.038354613
B7GTK2,-0.046992198,-0.0018847268,0.06708502,-0.31373113,0.022464553,0.11139873,0.0870501,0.020229265,0.23059131,-0.17473993,0.095332265,0.06775364,0.013774756,-0.17245427,0.05211674,0.030586466,0.13608757,-0.13425368,0.002358418,0.029095694,0.02519073,0.04625108,0.06165747,-0.06048291,0.029774725,0.17597741,0.31957465,-0.016972966,0.25848904,-0.25204358,0.1150988,0.01625443,-0.04343357,0.022577595,-0.010732412,-0.054041237,0.12134377,-0.07442933,0.18947676,-0.033765845,0.005159132,0.08632155,-0.013225577,0.083642654,-0.30367664,-0.018918857,0.030192163,0.20231986,-0.22853936,-0.14240494,0.28469327,-0.075622566,0.13194478,0.12627059,-0.038983643,-0.26015404,-0.06018065,-0.050251514,-0.0012804642,-0.09898235,0.0012415666,0.09511608,0.1671254,0.21153986
P01139,0.091425486,0.13571589,0.17898786,-0.29133707,0.14732113,-0.11381688,0.105351865,-0.011718609,-0.16617689,-0.0075494573,0.15055919,0.12211181,-0.020284288,0.021754853,0.18784562,-0.33461836,0.15347828,-0.18019682,-0.17064267,0.024970748,-0.010389358,-0.011961919,-0.07223506,-0.008049825,0.04801783,0.1352793,0.15335667,-0.16763389,-0.06260545,0.13838585,0.05007068,0.13369991,-0.035314914,0.037602767,0.040768594,0.019925218,-0.0756576,-0.0321419,0.06185858,0.16405763,0.04303131,0.04223557,0.12041808,-0.12215021,0.37975708,0.0722809,-0.08642123,-0.054476447,0.1444643,0.018743075,-0.28350663,-0.1561661,-0.052678935,-0.026322575,-0.022626318,0.12723798,0.059958197,-0.1125414,-0.023970544,0.0747636,-0.104332745,0.0354503,0.070402615,-0.041719437
Q13387,0.04796002,-0.09691777,0.2654003,0.47441864,-0.053814974,-0.2301195,0.34736937,-0.015132056,-0.55148673,0.07679429,-0.10626602,0.06019587,-0.09466458,-0.060563393,0.21502121,0.037318766,0.20379151,-0.025430825,0.06501883,0.04293587,0.094435945,0.06538357,0.06226716,-0.039496854,-0.06775552,-0.13002963,-0.03308127,0.18171747,-0.20231472,0.0791823,0.07224504,-0.06530067,-0.13375866,0.08553377,-0.051939495,0.06316796,0.3765988,-0.008584227,0.4546429,-0.008728483,-0.287523,0.07649106,-0.23084623,0.06335806,0.23430018,-0.10266432,0.19079784,0.03315686,-0.027070487,-0.35775977,0.46301618,-0.113640696,0.0008789897,-0.21479869,0.017895103,0.22714983,-0.009435825,-0.22023425,-0.14054057,0.2857862,0.0063571837,-0.065271184,-0.2540576,0.0076809935
P11124,0.25777996,0.1264869,0.03705193,-0.31659502,-0.094066605,-0.19098413,0.21313852,0.013794462,-0.18914057,0.07192818,-0.0992701,0.0660737,-0.0505087,-0.23861621,-0.017370217,0.033377767,-0.17908803,0.08457441,0.15630063,-0.051156834,8.47131e-06,-0.039121144,0.27278048,0.023533946,0.026100457,0.058908977,0.3424055,-0.09288242,-0.5201218,-0.45509684,-0.057701506,0.018942561,-0.2103087,-0.043945234,-0.0017306954,0.0045373887,0.08887349,-0.14390469,-0.056235388,0.04032892,0.12154426,-0.106294796,-0.060340643,0.03684351,0.16087292,-0.054100126,-0.06106016,0.14527243,-0.23354736,0.0653488,0.17143954,-0.18773748,-0.22063214,0.19851205,-0.020682476,-0.033172555,-2.3849308e-05,-0.13870162,0.0025725309,-0.11054935,0.02619444,-0.15503643,-0.1341595,-0.056886896
O60678,-0.035944097,-0.010546901,0.03083722,-0.20488057,0.03471515,0.01002156,-0.006330095,-0.052036528,-0.023227992,-0.07545006,0.07589712,-0.0641467,-0.025828674,0.07389571,0.04598778,-0.018693388,0.12090137,-0.027783133,0.001826074,0.018265411,0.05709689,0.0849532,0.01544676,-0.032018874,-0.10663893,-0.039799362,0.095743,-0.011038557,0.2549153,-0.05989354,0.008509163,0.01959166,-0.1289804,0.046615344,0.07951528,-0.05244288,0.0033824234,0.018322479,0.013922907,0.059086576,0.04708758,0.013021635,-0.01657376,-0.06289136,-0.021462016,0.013514675,-0.039695278,-0.079761095,0.035745576,-0.087839276,-0.007107701,-0.17007649,-0.020842254,0.12817776,-0.017034255,-0.1966776,0.050348647,-0.016469657,-0.045342434,-0.093650684,0.018807838,-0.061396033,0.032012187,0.056010403
O18334,0.35510325,-0.123351775,0.040199503,-0.04135132,-0.012853786,0.1660842,0.18535995,0.23658232,0.29115632,-0.121739246,0.103560895,0.020577334,-0.041191094,-0.051866658,-0.06464867,-0.2172624,0.03533151,0.050190397,0.06368576,-0.16875875,0.01919827,-0.023035128,-0.046254467,-0.031499706,0.019967653,9.633601e-05,-0.07374375,-0.032461748,0.30593243,0.08378924,-0.0124817025,-0.024140652,-0.10867642,0.018263426,-0.006928444,-0.028464824,-0.03476234,0.16456906,-0.007828295,0.04574402,-0.1876964,0.00263145,0.10905915,0.0730801,-0.13457048,-0.118666515,-0.052950956,0.0068284646,0.02248979,0.017203636,-0.116055176,-0.10877502,-0.04401078,-0.0036934912,0.020624712,0.038066864,-0.029057465,0.07703981,-0.08713955,-0.059853315,0.018865945,0.20398214,0.052796803,-0.06322635
O94906,-0.27786228,-0.07592822,0.079292506,-0.21374232,0.1033833,0.12799603,0.04066535,0.043370463,0.03334503,0.14510667,-0.021055399,0.11542687,0.16955706,0.14191908,-0.07599677,-0.022423945,0.09885782,-0.19655421,-0.22337472,-0.016456507,0.16053194,-0.1354456,-0.078291215,-0.037604686,-0.0031477846,-0.07133066,0.0052316487,-0.02621159,0.26492843,0.19174966,0.06780058,0.2604698,0.08133812,0.04501015,0.07696505,-0.065676436,-0.059898835,0.098007664,0.017165132,0.09257677,0.039907128,0.06701556,-0.07507669,-0.088416316,0.14335336,0.03366632,0.06132681,-0.19581708,0.19399539,-0.10048768,-0.035455566,-0.10436521,0.0337264,-0.07477698,0.00065309554,-0.23209737,0.07000717,-0.10174488,0.061997145,0.055383258,0.032668255,0.018552259,0.03159283,0.3135291
