accession_code,ESM_128_dim_0,ESM_128_dim_1,ESM_128_dim_2,ESM_128_dim_3,ESM_128_dim_4,ESM_128_dim_5,ESM_128_dim_6,ESM_128_dim_7,ESM_128_dim_8,ESM_128_dim_9,ESM_128_dim_10,ESM_128_dim_11,ESM_128_dim_12,ESM_128_dim_13,ESM_128_dim_14,ESM_128_dim_15,ESM_128_dim_16,ESM_128_dim_17,ESM_128_dim_18,ESM_128_dim_19,ESM_128_dim_20,ESM_128_dim_21,ESM_128_dim_22,ESM_128_dim_23,ESM_128_dim_24,ESM_128_dim_25,ESM_128_dim_26,ESM_128_dim_27,ESM_128_dim_28,ESM_128_dim_29,ESM_128_dim_30,ESM_128_dim_31,ESM_128_dim_32,ESM_128_dim_33,ESM_128_dim_34,ESM_128_dim_35,ESM_128_dim_36,ESM_128_dim_37,ESM_128_dim_38,ESM_128_dim_39,ESM_128_dim_40,ESM_128_dim_41,ESM_128_dim_42,ESM_128_dim_43,ESM_128_dim_44,ESM_128_dim_45,ESM_128_dim_46,ESM_128_dim_47,ESM_128_dim_48,ESM_128_dim_49,ESM_128_dim_50,ESM_128_dim_51,ESM_128_dim_52,ESM_128_dim_53,ESM_128_dim_54,ESM_128_dim_55,ESM_128_dim_56,ESM_128_dim_57,ESM_128_dim_58,ESM_128_dim_59,ESM_128_dim_60,ESM_128_dim_61,ESM_128_dim_62,ESM_128_dim_63,ESM_128_dim_64,ESM_128_dim_65,ESM_128_dim_66,ESM_128_dim_67,ESM_128_dim_68,ESM_128_dim_69,ESM_128_dim_70,ESM_128_dim_71,ESM_128_dim_72,ESM_128_dim_73,ESM_128_dim_74,ESM_128_dim_75,ESM_128_dim_76,ESM_128_dim_77,ESM_128_dim_78,ESM_128_dim_79,ESM_128_dim_80,ESM_128_dim_81,ESM_128_dim_82,ESM_128_dim_83,ESM_128_dim_84,ESM_128_dim_85,ESM_128_dim_86,ESM_128_dim_87,ESM_128_dim_88,ESM_128_dim_89,ESM_128_dim_90,ESM_128_dim_91,ESM_128_dim_92,ESM_128_dim_93,ESM_128_dim_94,ESM_128_dim_95,ESM_128_dim_96,ESM_128_dim_97,ESM_128_dim_98,ESM_128_dim_99,ESM_128_dim_100,ESM_128_dim_101,ESM_128_dim_102,ESM_128_dim_103,ESM_128_dim_104,ESM_128_dim_105,ESM_128_dim_106,ESM_128_dim_107,ESM_128_dim_108,ESM_128_dim_109,ESM_128_dim_110,ESM_128_dim_111,ESM_128_dim_112,ESM_128_dim_113,ESM_128_dim_114,ESM_128_dim_115,ESM_128_dim_116,ESM_128_dim_117,ESM_128_dim_118,ESM_128_dim_119,ESM_128_dim_120,ESM_128_dim_121,ESM_128_dim_122,ESM_128_dim_123,ESM_128_dim_124,ESM_128_dim_125,ESM_128_dim_126,ESM_128_dim_127
Q13153,-0.0738634,0.19762516,-0.0985651,0.100900844,-0.058793828,-0.15990403,-0.085270226,0.18791987,0.08809436,0.19297105,-0.22273456,0.16268216,-0.12880693,0.17602918,-0.118555285,-0.20361802,-0.1350395,0.025599428,-0.12575603,0.25641626,-0.06868425,-0.17252427,0.028262325,0.08928552,-0.28333887,0.10500527,0.056389954,-0.096002534,0.25429952,-0.080149345,-0.0066483766,0.16544183,0.19511917,-0.10591417,0.1034181,-0.026397409,0.09961933,-0.36692557,0.18476659,-0.022326253,0.20452052,0.05565458,-0.032819618,-0.0767937,-0.044346392,0.19997646,-0.26883602,-0.21870853,-0.103582226,0.14233273,0.12911847,-0.11287147,0.008040074,0.008018307,0.00965986,-0.10272449,-0.027324617,-0.037103266,0.14661616,0.04232531,0.13958374,0.24485284,-0.04610955,0.24495079,-0.06873456,0.1213586,-0.14676669,-0.39293352,0.0044047832,-0.029295154,0.17611834,-0.1062765,0.03333859,-0.0031112675,-0.025452677,0.010992583,-0.0766311,-0.021805868,0.2413871,-0.15774432,-0.108459964,-0.16207701,-0.024031233,0.18503983,0.1867035,0.087847985,-0.014510362,0.14491536,0.0386443,-0.12741958,-0.06824282,0.09361516,0.17969911,-0.09520416,0.20131284,0.14078878,0.23964423,-0.32421386,-0.14877824,0.22711822,0.057115518,0.11649494,-0.0881565,0.09523655,-0.047314543,0.2303918,-0.19584717,0.06916242,-0.0029466338,0.12112273,-0.060082268,-0.13672611,-0.04895125,0.078740396,0.28037804,-0.21114945,-0.066913456,0.04200572,0.06113003,0.1926511,-0.22480866,0.023295894,-0.02758345,-0.15844443,-0.15285257,0.14213847,-0.123501875,0.14020377
C6KSX0,0.052438155,0.16120706,-0.1242259,0.080088645,0.0649956,0.2265758,-0.061669692,-0.026325844,0.30006272,-0.4323213,-0.088402875,0.0036262479,0.345446,0.0906383,-0.28662065,-0.12197883,0.009056017,-0.30852136,-0.0059796125,0.12738305,-0.10816294,0.087705955,0.029977066,0.18083514,-0.2792944,-0.097644374,-0.085410416,0.23091853,-0.19094294,-0.0068026334,0.13465631,-0.030014545,0.14530967,0.117393196,-0.040570498,0.07858141,-0.046056565,0.0039185304,-0.1373297,0.33993334,-0.06812769,0.04593275,-0.015417313,0.056328677,-0.10015415,0.32515502,0.120329574,-0.015524807,-0.12121161,-0.120458916,0.23822048,0.16446042,-0.2786992,-0.03609474,-0.10386302,-0.36791053,-0.003208831,0.32997248,-0.18846963,-0.1153788,0.029422946,-0.0043649524,-0.4895459,0.084052786,-0.1816014,-0.04175354,0.12999624,-0.059703775,-0.097853795,0.1497662,0.23648426,-0.1876018,0.0063494127,0.076398045,0.14972876,0.33312073,-0.13041514,-0.2206777,-0.3927858,0.048625432,-0.084823966,0.40061057,-0.017377708,0.14707693,0.4256662,-0.10028395,0.016981225,0.046916015,0.111816764,-0.1444844,0.14656062,-0.16502921,-0.016017236,-0.13434277,0.305853,-0.03114359,-0.037179038,-0.031014716,0.014415164,-0.25265485,0.10063621,0.25353542,-0.043332472,-0.40578297,0.018900488,0.0950853,0.13283105,0.09607161,0.18416885,0.10167208,-0.26273406,-0.25908506,-0.1894213,0.074341565,0.24102879,-0.0064212047,0.24866581,-0.02651694,0.25684842,-0.0668851,-0.21185875,-0.021996457,-0.03562735,0.18191737,-0.40080392,-0.17617312,0.06610136,0.18457255
O55234,0.049484402,-0.07841019,0.023081291,0.049139682,0.022628937,-0.15793373,0.05469285,0.14740923,-0.055714585,-0.2094288,0.046626627,-0.17229845,0.33315754,-0.0835017,-0.078104466,-0.056797676,0.13747132,0.11627114,-0.14586426,0.05070063,0.025277663,0.10534024,-0.0055973213,-0.038607433,0.014939465,-0.004530184,0.096779436,0.33985347,0.1984539,-0.14205833,0.029536046,-0.070306696,-0.2260424,0.030075807,0.16941363,-0.102635354,-0.11841231,0.14030445,0.15945995,0.16395801,-0.30766165,-0.2393783,-0.14745106,0.14873907,-0.048072055,-0.5410295,0.2398432,-0.0056490274,-0.014774548,-0.121038415,0.39537075,0.05789218,-0.11122056,-0.11578472,-0.05444011,-0.16171803,0.01343032,0.08196321,-0.23050949,0.077659324,-0.05076202,-0.17603673,-0.08568538,0.08072601,0.04792504,-0.24346787,0.010764327,-0.10177483,-0.13278964,-0.12591986,-0.07102276,0.28973982,0.044970937,0.17585306,0.07281768,-0.010428049,0.002408971,0.12634999,-0.18792725,-0.10143733,0.03538382,-0.026151733,-0.13560964,0.082786866,0.16018268,-0.25100976,-0.06848677,-0.3084993,0.024635106,-0.07048246,0.08167536,0.05269996,0.014237367,0.25619954,-0.11069588,-0.11073239,-0.20417222,0.31452766,0.010428701,-0.21910435,-0.097269334,0.024021706,0.12424236,-0.5285482,0.14229274,0.0879136,0.124346636,0.059708714,-0.06956609,-0.025566572,0.012928281,-0.29944548,-0.21201135,-0.18791127,0.008187115,0.06103283,-0.2505097,-0.08480213,-0.010157686,0.01356164,-0.0050194487,-0.04710958,0.06737001,-0.16250108,-0.06407129,0.05876514,0.24610364,-0.014533795
P21374,-0.041888587,-0.08418156,0.14527857,0.17451154,0.029242534,0.00025537983,-0.095944956,0.2930528,0.18952933,-0.03572822,-0.0018857718,-0.25273377,0.115480475,0.12977986,-0.18074472,0.00037533417,-0.16480169,0.20636761,-0.09391423,0.35210815,-0.23469567,0.0027113855,0.025478764,0.09547013,-0.2009494,0.1419923,0.19055173,0.28792065,0.019752085,-0.08638739,-0.058426842,-0.003066549,0.053003863,-0.022210669,0.16099867,-0.053641092,-0.038018048,0.1824767,0.028449975,0.1632343,-0.15486267,-0.0769947,0.12903827,0.15435226,-0.18571305,-0.15301876,0.031274363,0.10973445,-0.0692101,-0.09700624,0.4964416,0.00838553,-0.12287084,0.18528846,0.15041229,-0.34059852,-0.10136446,-0.30437052,-0.162887,-0.070803195,0.029161498,-0.20099774,-0.029032387,0.117142335,0.1173927,-0.12299314,0.10762251,-0.3752641,-0.035288498,0.0048806183,0.066824496,0.093124285,-0.15386494,-0.017509585,0.07371518,-0.3081896,-0.22593576,-0.07479749,-0.26312757,0.010185398,-0.10056037,-0.07893387,0.15784761,-0.091524795,0.12362656,-0.20222557,-0.12727113,-0.21181877,0.09667863,0.0010737255,0.15939257,0.085202485,0.08119842,0.24722564,0.1441367,-0.0032006353,-0.30020088,0.18750966,-0.058477156,-0.05123888,-0.050826356,0.042015046,0.18244055,-0.38642684,0.12836969,0.12701985,0.17304511,0.060623668,0.0810835,0.041296866,0.12901197,-0.35030878,-0.090465516,-0.23935199,0.13638525,0.06287868,0.07679206,-0.02891292,0.23896661,0.14857842,0.08952995,-0.14156832,0.07760636,0.009906974,-0.14797953,-0.18943784,0.0836035,0.005398214
P04347,-0.03661758,0.15724477,-0.22364157,-0.087180324,-0.13932882,0.06266034,0.17779002,-0.017653476,-0.09809987,-0.2450352,-0.070190035,0.09842224,0.15635931,-0.011510169,-0.08879705,-0.09656462,0.12931694,-0.12563074,0.10284242,0.023081973,-0.051770575,-0.21656038,-0.07375931,0.08968763,-0.14958164,0.11141442,-0.014711152,0.18442142,-0.056857772,-0.09246982,-0.14393222,0.17298444,0.030624604,0.026280735,-0.008778192,0.031150792,-0.12691742,-0.19995604,0.12632413,0.106216215,-0.28358638,0.00037589297,0.2438694,0.019694243,0.014224,0.06834048,0.0701763,-0.46619728,-0.0097616855,-0.30478472,-0.10577267,0.11590826,-0.36533344,-0.09619413,0.0441154,-0.17982468,-0.13158537,-0.09038133,0.020475786,0.005524924,0.18812916,0.044647187,-0.49222186,0.07134794,-0.110958315,-0.22733048,-0.11838371,0.009714443,-0.103531465,0.0624811,0.2883078,0.10120657,-0.08177898,-0.081535116,-0.12949821,-0.09708058,-0.12112852,-0.20549393,-0.02287241,-0.050210327,0.0044662803,0.14008877,-0.046494182,0.11117771,0.04816732,-0.0070126913,0.06250256,0.3956544,-0.13886134,-0.07798236,0.032730564,0.10597933,0.019421358,-0.041373193,0.16080728,-0.071143314,0.36082733,-0.034232065,0.114442974,0.13085133,0.057867125,0.05412455,-0.007646758,-0.3329845,-0.018130109,0.25958672,0.0417383,-0.012863157,-0.016583432,-0.08991507,-0.1627285,-0.36019042,-0.17298675,-0.17703173,0.23860015,-0.08028827,-0.13527372,-0.041910674,-0.0848566,0.15998796,0.1400857,-0.15304033,-0.02971065,0.23513252,-0.076187395,0.3025528,0.040990934,0.21350852
P21243,0.06592208,0.061231285,-0.008539354,0.01666798,0.01255871,-0.05211904,-0.09957832,0.08430425,0.010017043,-0.21779884,-0.004285261,-0.20581715,0.33233017,-0.05815015,-0.16479886,-0.0032023378,-0.10991936,-0.027618106,0.014964275,0.045573853,-0.13898717,0.105160266,0.18524489,-0.01959023,-0.13907859,-0.057665296,0.13477252,0.22455251,0.104629,-0.05315104,0.06365334,-0.084613144,-0.022458585,-0.021427896,0.014840145,0.020237435,-0.007102534,-0.06038042,0.08354507,0.22059613,-0.32934326,-0.12943013,-0.023669196,0.364301,-0.07308228,-0.29088444,0.10379869,-0.044832744,0.09550927,0.12624693,0.43291974,-0.14027083,-0.031744353,-0.06160114,0.09899113,-0.30977798,-0.0420072,-0.02221335,-0.19647376,-0.0007554777,0.05681572,-0.08704965,0.0065846965,-0.10869677,0.0052625462,-0.20627604,-0.011797987,-0.33108592,-0.16267371,-0.06668813,0.029505312,0.18019699,-0.03935586,-0.018725054,0.062440407,-0.029050425,-0.016946955,0.042909436,-0.18509358,-0.049220826,-0.0348308,0.00412859,-0.06553309,-0.08218274,0.31310204,-0.20190278,0.088148266,-0.1826155,0.10424821,-0.14225379,0.10505695,0.16562022,0.04693546,0.176803,0.17622043,0.1033699,-0.37462115,0.080406904,0.014868874,-0.069331795,-0.014912806,0.012331942,0.09379074,-0.46521652,-0.009464923,0.057941947,0.11077202,0.048404247,0.06717327,0.05162892,0.006948609,-0.24297369,-0.21701181,-0.056942992,0.252779,-0.062279105,0.08404532,-0.030941822,0.119166195,0.06375914,-0.06360737,-0.08019074,0.07027394,-0.09014547,-0.059075154,-0.099747784,0.1168884,0.057607584
P08640,0.16846001,0.22174957,0.2158618,0.42122418,0.3771181,0.1149437,-0.27394927,0.17706698,0.08778847,0.013198663,-0.30781153,0.33219388,-0.24908297,-0.2877278,-0.31956854,0.41394633,-0.01329577,-0.19324854,0.035214253,0.056971308,0.17121452,-0.06299572,0.122745976,-0.05414885,-0.26691473,-0.16173609,0.14566053,-0.2087669,0.20671865,-0.09028566,0.25006634,-0.045047436,0.08549771,-0.030999903,0.52358234,-0.06479047,-0.32729673,-0.46132776,0.12043388,0.16926417,0.33148977,0.07741425,0.029152911,-0.24760406,0.3007216,0.12941954,-0.081934765,-0.5208355,-0.046205923,-0.08418365,0.033908434,-0.117283985,0.22349995,-0.39920005,-0.19383734,0.08070062,0.0072492957,0.17645615,0.15175603,0.017849572,-0.03246878,0.09518333,0.0939875,0.04390643,0.1200354,0.016456347,0.24789229,0.30506837,-0.084721975,-0.03584242,0.16448751,-0.27519718,-0.31275246,-0.048371963,0.05931336,0.46946108,0.37650684,-0.20870438,-0.0088894665,0.04604491,0.22006926,0.19770375,-0.12624936,-0.039223656,-0.13316157,-0.06178659,0.09558867,-0.13778815,0.420241,0.08247294,0.116735555,0.09389364,0.15434623,-0.23980756,0.12217235,0.038862713,0.3502256,-0.21307757,-0.07737076,-0.26990587,-0.4325582,0.04347925,-0.07354303,-0.040502645,-0.1570632,-0.5497426,-0.2635104,0.13795896,0.08517799,-0.101561904,-0.004973661,0.16716883,-0.23615141,-0.1690212,-0.3839243,-0.07129622,-0.11596821,-0.050222382,-0.11873184,-0.12781924,0.10915425,-0.34439778,0.35331354,0.53215504,-0.16157171,0.10321885,0.2694052,-0.050625592
P05120,-0.022014638,0.00672286,-0.15074743,0.05641935,-0.06554648,0.033309873,0.04930958,-0.10083812,-0.10849194,-0.34685662,-0.010470655,-0.17987752,0.13682543,-0.058267705,-0.056374658,-0.101313666,-0.07043578,-0.059836414,-0.04288056,0.11284554,0.01389144,0.051517688,-0.02190894,-0.018998643,-0.077225275,-0.0541538,-0.04647821,0.31854355,0.18183273,-0.0055234283,-0.12502933,-0.06541378,0.028344894,0.0031836443,0.10668993,-0.007869147,-0.067962855,-0.050919175,0.08336355,0.24228382,-0.33943677,-0.09223676,0.08402522,0.10202872,-0.052507177,-0.16706543,0.08507152,-0.074719496,0.08126678,0.10592165,0.44292298,-0.064877436,-0.23768622,-0.02827796,-0.09471529,-0.23406939,-0.017115645,0.14379811,-0.09678169,-0.06392801,0.068035275,0.13274097,-0.3195788,0.1057203,-0.07950711,-0.31607646,-0.04354819,-0.09236402,-0.069167346,-0.02364606,0.06349523,0.16966902,-0.12334754,0.023290027,0.054314468,-0.1123443,-0.041297853,0.02758855,-0.11830877,-0.009593029,-0.0064753294,-0.00010840222,-0.064741954,-0.080222696,0.19175664,-0.22351381,-0.07963683,-0.038521063,-0.023639731,-0.13124721,-0.03335194,0.17739987,0.026239641,-0.0068341047,0.14209269,0.08211281,-0.053582057,0.020426832,0.021831233,0.05848308,0.09701964,-0.07550763,0.07576526,-0.5197055,-0.047307774,0.09069171,0.16680935,0.0477549,-0.013863932,0.11152746,-0.042003226,-0.27923065,-0.23569602,-0.11050542,0.20353977,0.053346366,0.03758273,0.022745784,-0.017320294,0.027360879,-0.07957835,-0.060702108,0.09775923,-0.0072888564,-0.12292554,0.016941652,-0.113225766,0.112980545
Q9UBC2,0.016900524,-0.004229773,-0.17376314,0.047255572,-0.0026852228,-0.0051325485,0.014532343,-0.14845017,0.036396638,-0.19774313,-0.090203136,0.19216274,-0.109599754,-0.03843208,-0.23578021,-0.0063226894,-0.1975418,0.19181536,-0.045310773,0.20872237,0.17902274,-0.06409687,-0.044590123,0.11357212,-0.062090088,0.13241902,-0.17655462,0.23393741,0.32804307,-0.1193694,0.14354421,0.10650495,-0.17472936,-0.23245361,-0.13846353,-0.034595422,-0.30383772,-0.14084525,0.17316414,0.25641257,-0.0033862516,0.14911327,-0.22734833,-0.044061717,-0.06681773,0.112453595,0.1667861,0.009537934,0.025654316,0.057762235,0.11344575,-0.11242766,-0.013411373,-0.022889897,-0.05115617,-0.30225605,0.05475363,0.14866446,0.15482172,-0.0024352185,-0.02517207,0.17071325,-0.28014028,0.13029252,-0.11932694,-0.21182108,-0.18733042,0.10741287,-0.01674126,-0.3011001,0.084079266,-0.27032477,-0.09199459,-0.030271893,0.037359174,0.075971484,-0.07574941,0.1762886,0.031579804,0.16866651,0.053692594,-0.12929721,0.23474471,-0.07414268,-0.35893056,-0.15258203,0.05413899,0.29053065,-0.14675574,0.115546964,0.04779799,0.27809885,0.20771518,-0.16622597,0.0859906,0.39148045,0.10436655,0.012865495,-0.16097495,0.26253086,0.10215622,0.08026091,0.26187754,-0.15218426,0.020385336,0.15078299,0.035434797,0.19414003,-0.12873325,0.07349528,-0.070955426,-0.19235654,-0.131754,-0.050598316,0.023389671,0.08391595,-0.024383675,0.018613985,0.10240716,-0.13134453,0.103697754,-0.094059706,0.033222765,-0.15539649,-0.04958766,0.2235832,-0.22994271,-0.104073726
P00724,-0.107233375,-0.10144317,-0.09754276,0.18696398,-0.010201007,0.15432885,-0.035464533,0.001808261,-0.01593076,0.2126173,0.03935325,-0.0789719,0.28628165,-0.05885425,-0.014246799,-0.08261734,-0.03882233,-0.3454783,-0.14259106,0.02884854,-0.19895646,0.0876881,-0.46206856,0.08562616,-0.35153425,-0.24779664,-0.02057324,0.043096773,0.32155645,-0.2018368,-0.049084917,0.013243348,0.012604622,-0.08744867,0.09106006,-0.07826444,-0.25140548,-0.028009096,0.16825676,0.0141205415,-0.022139624,0.041962687,-0.21460721,-0.03378052,0.27758744,0.13421206,0.23498796,0.019814031,0.17252731,-0.19401604,-0.13787603,0.010089133,-0.07405629,-0.22738785,0.13644287,-0.003369689,0.10579714,0.36606807,-0.1700719,0.042425834,0.06656845,0.034010813,-0.36453202,0.09295805,-0.4771817,-0.3734071,0.11298181,-0.32013553,0.2968366,0.1964055,0.27885604,-0.03353678,0.03636422,-0.12936765,0.061461125,-0.06284659,0.052023403,-0.004114434,0.1857544,0.10044249,-0.0067081526,-0.06319326,-0.16583338,-0.054914214,-0.019311152,0.067304544,0.009596474,0.25506282,-0.32129255,-0.029337022,0.074441515,0.07295065,0.0016560927,-0.10843462,0.0070465896,0.26167178,-0.10923348,0.19710408,0.2106181,-0.27874762,-0.103136696,0.060441345,-0.27220786,-0.4088251,0.39329824,0.10970943,0.117248856,-0.2889594,0.4147925,0.16131964,-0.1346007,-0.13609791,-0.060541388,-0.005344644,0.33105493,0.06113083,0.1040193,-0.13498494,0.17456922,0.031353995,-0.2378982,-0.0396269,-0.008919053,-0.13542265,-0.032632858,-0.024682647,-0.06759937,0.0688891
P09733,-0.025206637,0.04444637,-0.11766216,0.005681334,0.055147815,0.022848915,0.047049046,-0.1628274,-0.040319137,-0.3161592,-0.15865372,-0.22902495,0.292885,-0.070480146,-0.097336136,-0.040839188,-0.07601038,-0.15293063,0.013398945,0.090153344,-0.14056823,-0.036039874,0.09449416,-0.06437401,-0.15664287,-0.10999584,-0.12257528,0.12734173,0.21168208,-0.17061883,-0.072059095,0.010166963,-0.013865354,-0.028419144,0.042275667,-0.13796963,-0.18204325,-0.08759471,0.13564691,0.19223121,-0.4822902,-0.17092985,0.16686101,0.24462889,-0.009345397,-0.21201341,0.121781975,-0.13763979,0.07713168,0.032746334,0.3310552,-0.05843454,-0.22035919,-0.0682666,-0.002111379,-0.18372509,-0.017960347,0.14144182,-0.12362276,-0.054704588,0.13996252,0.086336076,-0.27702016,0.028602954,-0.247284,-0.20356715,0.09324625,-0.24719834,-0.0696879,-0.003784787,0.15698668,0.1753619,-0.10056846,-0.007937064,-0.04366872,-0.012235336,-0.013954422,0.0726207,0.028021678,0.09347943,-0.0247057,-0.043289527,-0.21263358,0.09458506,0.14474198,-0.18480557,0.009024006,0.11449227,-0.032724787,-0.07025629,-0.018223325,0.22450586,0.09138909,-0.014566243,0.091543764,0.0723249,-0.08839909,0.0875812,0.05456094,0.0852513,-0.11072194,-0.11316689,0.009575166,-0.45218146,0.0149865,0.105568044,0.1329379,0.035102054,-0.010420632,-0.008075051,0.038802344,-0.22992718,-0.252752,-0.10959542,0.16968702,-0.08681553,-0.028409023,0.050045416,0.029694576,0.1157641,-0.17627332,-0.047930926,0.076406956,-0.20339514,-0.14289702,-0.04354912,-0.04561978,0.0716241
P15692,0.168319,-0.18676794,-0.16141813,-0.20882142,-0.24686033,0.054292712,0.15842745,0.0016249525,0.03310538,-0.37266073,0.13891067,-0.13339251,0.26077193,-0.13176358,-0.059467062,0.063640684,0.121904,0.0114540085,0.0062941015,0.11691131,0.125277,0.0787624,-0.087747715,0.16567999,0.031000562,-0.19830309,-0.005862749,0.49965876,0.13975668,-0.18573198,0.095507845,-0.17613481,0.13395311,0.033879746,-0.0021190904,-0.012855612,-0.18191469,-0.04698503,0.08029493,0.097309746,-0.4801265,-0.054217126,-0.014011886,0.14815311,0.08503775,-0.10308491,-0.16577849,-0.03758113,0.124282636,-0.2034719,0.27812424,-0.21576928,-0.02515598,-0.27139106,-0.0944177,-0.38610753,-0.08982493,-0.19713806,-0.09932083,0.0023084916,0.27183157,0.1206239,-0.3498845,0.17585559,-0.044753782,-0.034510955,-0.18754473,0.15416026,-0.26552165,-0.17927332,-0.09955966,0.22143923,-0.07110086,0.33527768,-0.08395927,0.047531784,0.18195303,-0.35370907,-0.34315443,0.02905684,0.27078143,0.063127756,-0.22490104,0.2489355,0.08251088,-0.03185396,-0.1883945,0.109763294,-0.17377602,0.2926704,-0.20003766,0.3338626,0.030907512,0.13798401,-0.066249914,0.13277912,0.047503926,-0.10400039,0.10449448,0.119860485,0.16410843,-0.050006248,-0.033823974,-0.29552105,0.0012481026,0.21685404,0.15431958,-0.062551916,0.08818794,-0.07673448,0.014022645,-0.21602541,-0.3509718,-0.24073175,0.11486624,0.091233194,-0.26131028,-0.02803696,-0.12705672,-0.07574394,-0.1308448,-0.09441052,0.15483275,-0.032302633,0.12776119,0.05927858,0.023977445,0.11533101
P69786,-0.026590722,0.13630304,-0.16112906,-0.22376996,-0.024347123,0.003940467,-0.06466567,-0.37706244,-0.047369212,-0.2582438,0.04650338,0.076882966,0.28723818,-0.14777276,-0.049277663,-0.18501396,-0.05550524,-0.23356515,0.02359964,-0.056524336,0.015659738,-0.013006441,-0.022225412,-0.26227862,0.0077330545,-0.25735682,-0.19515134,0.16547947,0.29921097,-0.1764618,0.06344066,0.06637401,0.17326911,-0.20438044,0.16147307,0.0361604,-0.13413021,0.00059126504,0.100311756,0.39720196,-0.33240712,-0.101053625,0.16098717,-0.089176476,-0.11308612,-0.14278191,0.1393138,-0.015140262,0.05334747,0.08082634,0.23901996,0.07105892,-0.114265226,0.031066086,-0.12198038,-0.06227943,0.20208123,0.22763433,-0.055454995,0.09456946,0.09843334,-0.12538177,-0.17557374,-0.10405451,-0.28053036,-0.464215,-0.116436936,-0.09830968,-0.1582552,-0.21013066,0.14433227,0.074528635,-0.15162122,-0.1542759,-0.049790967,0.0950779,0.06122044,0.37474233,0.011525214,0.16524756,-0.4519076,-0.23080489,-0.17755999,-0.16026677,0.10021531,-0.1435252,0.076632194,0.08069593,-0.12983975,-0.25004813,0.096411094,0.26543707,0.40176985,0.01752387,-0.19955443,0.32379156,-0.12215102,0.104453295,-0.050339755,0.054331273,0.08586882,-0.25363636,0.032528676,-0.5345573,-0.06526211,-0.100709856,0.072128914,-0.0046323314,-0.16797921,-0.040118314,-0.07949868,-0.0960879,-0.0757927,0.2053959,0.20656455,0.020818286,-0.15277812,-0.07275662,0.08382268,0.0031263418,-0.04068219,-0.17875075,0.052757323,-0.12732358,-0.017400468,0.0696592,-0.08421935,0.12365135
Q13492,-0.018027622,0.27634814,-0.20233375,0.2312373,0.11610857,0.1106313,-0.0629596,-0.10405354,-0.002877024,-0.37949896,-0.08070119,0.045970067,0.10032236,0.13108575,-0.1819561,0.117292464,-0.17799133,-0.18856889,-0.05382462,0.29682744,0.016380947,-0.016792815,-0.13881767,0.10960193,-0.29957134,0.058721185,-0.12414652,0.30544344,0.2150357,0.02003865,0.099944144,0.24921827,0.015155351,-0.07217387,-0.046148382,0.11421168,-0.029999703,-0.09256809,0.19357549,0.32296464,-0.36130098,-0.0343093,0.024656232,0.089673676,0.039199598,0.0846293,-0.03067993,-0.18407197,0.012653783,0.27572933,0.20128338,0.036243655,-0.14477673,0.0013019815,-0.14119783,-0.3766375,-0.019767985,0.1722735,0.082549475,-0.0140304975,0.027096204,0.13173844,-0.49901834,0.19968615,-0.11948422,-0.18371782,-0.06817373,-0.1381371,0.054042526,-0.2018596,0.076732635,-0.13970461,0.011978773,-0.22546387,0.11107229,0.07228859,-0.065343075,0.15632966,0.13019833,0.06648239,-0.0866202,-0.10805077,0.1491521,-0.040861066,-0.018236361,-0.33812454,0.10561463,0.23038237,-0.023603637,-0.08880322,0.15837438,0.19065975,0.2540505,-0.039588764,0.16631572,0.19687705,-0.054628536,0.009590283,-0.07858077,0.1145262,-0.069459416,0.022113627,0.16502929,-0.36012337,-0.10942422,-0.0012357786,-0.08329085,0.03878005,-0.101153344,0.04649085,-0.17188106,-0.2696652,-0.09563746,-0.049212858,-0.068489626,0.009690102,0.09988746,0.14656183,0.15587577,0.11277437,-0.15640801,-0.067949474,0.11456551,0.0671722,-0.2928453,0.12091708,-0.2307927,-0.056201287
