accession_code,ProstT5_32_dim_0,ProstT5_32_dim_1,ProstT5_32_dim_2,ProstT5_32_dim_3,ProstT5_32_dim_4,ProstT5_32_dim_5,ProstT5_32_dim_6,ProstT5_32_dim_7,ProstT5_32_dim_8,ProstT5_32_dim_9,ProstT5_32_dim_10,ProstT5_32_dim_11,ProstT5_32_dim_12,ProstT5_32_dim_13,ProstT5_32_dim_14,ProstT5_32_dim_15,ProstT5_32_dim_16,ProstT5_32_dim_17,ProstT5_32_dim_18,ProstT5_32_dim_19,ProstT5_32_dim_20,ProstT5_32_dim_21,ProstT5_32_dim_22,ProstT5_32_dim_23,ProstT5_32_dim_24,ProstT5_32_dim_25,ProstT5_32_dim_26,ProstT5_32_dim_27,ProstT5_32_dim_28,ProstT5_32_dim_29,ProstT5_32_dim_30,ProstT5_32_dim_31
P07288,-0.036796853,0.26248708,-0.19914293,0.18705976,-0.06526141,0.24252829,-0.49187976,-0.10205876,0.20119925,0.36464113,0.07074623,0.0900753,-0.16658036,-0.06718478,-0.067933254,-0.025438398,-0.11607528,0.047278747,0.40512228,-0.6127274,0.31918982,-0.06612968,-0.07940152,0.015087411,-0.02908273,-0.22221203,-0.27917472,0.2920897,0.2507583,-0.16249523,-0.19278562,0.1621039
P13686,0.05594559,0.037099928,0.014468454,-0.03139951,-0.2622049,0.3883719,-0.4867799,-0.07202663,-0.02177703,0.23365028,-0.016854461,-0.0012065917,0.12947154,-0.04635025,-0.0790231,-0.1131469,-0.052528307,-0.073773675,0.052082837,-0.5669409,0.13785891,-0.33790928,-0.33636832,0.12833227,0.16431905,0.01482431,-0.29113027,0.09275231,0.26834837,0.17735398,0.0037987195,0.024608705
O94316,-0.050779045,-0.12872204,-0.09665287,0.059189342,-0.11236718,0.39568028,0.011787891,-0.2797033,0.24360509,0.041019037,0.05316316,0.051404506,0.13818419,0.05283659,0.10425293,-0.10612917,-0.07305874,0.120492816,0.29504225,0.07642765,0.024927955,-0.12832886,-0.10915388,0.031108372,0.19428404,0.12987037,-0.020884924,-0.023169875,0.08244349,0.0015847352,0.028096627,-0.037482504
Q12309,0.2699715,0.19614652,0.009022228,0.058708146,0.020117756,0.06795821,-0.12310436,-0.6658702,0.139216,-0.24630332,0.14691733,0.06094478,0.05039595,0.07670566,0.11303934,-0.1511246,-0.058877155,0.24524578,-0.05947306,0.18378417,-0.31764522,-0.2501136,-0.08617848,0.2321316,0.43518746,0.35244402,-0.1269364,-0.116146475,-0.121420555,0.12633108,0.104258195,0.20432653
P23872,0.0136332065,0.040400937,-0.011663027,0.013523778,-0.30664098,0.34528258,-0.70807266,-0.2793527,-0.21833313,0.06762597,0.016502459,0.16405916,0.100066215,-0.2106435,-0.07301348,-0.23588106,0.005712338,-0.14153501,0.14414322,-0.58743757,0.2028866,-0.40666264,-0.36006707,0.29739696,0.24569054,0.14847419,-0.23193538,0.23839134,0.25271833,0.13567156,0.06897339,0.12786788
O75962,-0.006774053,0.018888555,-0.16432181,0.08762232,-0.1761484,0.26806113,-0.1759111,-0.6114917,0.2708398,-0.17159832,0.01867773,0.21726656,0.085436106,-0.293912,0.031928696,-0.27872384,0.08531164,0.16906464,0.16481233,0.2851627,-0.042896904,-0.24251899,0.0034362935,0.1698901,0.44958115,0.283398,0.06945775,0.0695045,-0.11986733,0.0135540385,0.072794884,0.15600272
O94868,-0.117072076,0.20738387,0.1737048,0.053657785,-0.25542945,0.09286544,0.05445735,-0.6030731,0.35057658,-0.02556555,0.026482511,0.06364983,-0.10693231,-0.15101153,0.16070417,-0.18102014,-0.13081685,0.27683568,-0.00418216,0.27547854,-0.05403097,-0.18304327,0.027236003,0.17345072,0.30661368,0.24071838,0.035915114,0.035103932,0.07160733,0.038029764,0.007074576,0.29622853
B5BLW5,0.071108505,0.05569184,-0.08508734,0.044661716,-0.33133137,0.30761847,-0.7012555,-0.36158514,-0.2609761,-0.006610498,0.08350749,0.11108346,0.05338733,-0.15794277,-0.048829623,-0.1747103,0.022224024,-0.07328927,0.19891602,-0.6076193,0.15886746,-0.3332668,-0.37154973,0.25553852,0.21407293,0.16102804,-0.23107669,0.30175924,0.19219604,0.13180073,0.021432351,0.1270973
P19934,-0.026279077,0.4183975,0.67460513,0.025988622,-0.13930199,-0.30221164,0.824622,-0.39901388,0.13177547,-0.12826212,-0.034350168,-0.043451786,-0.576476,-0.054941304,0.25147495,0.01875718,-0.06869258,0.25517938,-0.48059607,0.103498235,-0.12216235,-0.20637739,0.29656723,0.39383733,-0.12639624,0.031819798,0.07675274,0.346691,0.032566376,-0.10239696,0.28255135,0.21198644
Q96RG2,-0.038144708,-0.019609928,0.1153382,0.17527004,0.1252888,0.11276598,0.11811578,0.55480504,0.17472133,0.22710569,-0.21257679,-0.18233773,-0.01049909,-0.17387417,-0.24617156,-0.15944818,0.21166185,0.4653318,-0.07010965,-0.24851699,-0.08586058,-0.2736118,0.053806927,0.075654365,0.015812352,-0.27574757,-0.18490317,-0.018569767,0.12469209,0.19245735,0.4697903,-0.14141513
O14352,0.09128001,-0.39290828,0.19393727,0.5557039,-0.060502063,-0.15042356,-0.06449314,-0.31122732,0.11430766,0.18976349,0.16729905,-0.11580716,0.2787776,0.09007039,0.15108582,-0.009447068,0.24994892,0.43741333,-0.14673343,-0.21045686,0.0009309156,-0.12888125,0.0056393184,-0.08159317,-0.28427666,-0.021128384,0.02349352,-0.06279677,-0.24346179,-0.06629871,-0.41878828,0.5139954
Q08117,-0.14718951,-0.083201975,0.6934554,0.44228107,-0.27252966,-0.13516268,0.598419,-0.5392287,-0.06905582,0.014696285,0.23644437,0.13598198,-0.27993387,-0.039882556,0.42570457,0.035930797,0.09318072,0.22982255,-0.4339897,0.022135496,0.07839383,0.0016322583,0.16254462,0.33968782,-0.05431299,0.16979367,0.3046515,-0.02098623,-0.097661816,-0.49228376,0.06887971,0.7602007
P28702,-0.111519195,0.14731494,0.014375217,0.52759624,-0.2678199,0.04623317,0.522342,-0.36985806,0.5469649,-0.27981392,-0.08601178,-0.24365509,-0.2172327,-0.14456639,-0.18740131,0.38454378,0.06636189,0.31413597,0.3613332,0.27750003,0.32306626,0.3245564,-0.044723053,-0.138375,-0.35196823,-0.1912106,0.28927487,0.2500967,0.25498956,-0.11953839,0.029920612,-0.014362756
F9VMT6,-0.13431628,-0.03287691,0.14622638,-0.22805962,-0.28748992,0.19207141,-0.15767832,-0.17348191,0.112683214,0.5247468,0.27902332,-0.09809622,0.15755406,0.0066577867,0.033581577,0.15240082,-0.060964003,-0.026554875,0.18117172,-0.09558864,-0.15291898,-0.06500393,-0.37057343,-0.3760572,0.37748235,0.015284071,-0.009899326,0.23259434,0.4306655,0.4110726,-0.48402962,-0.45099235
P0A903,0.0140695125,-0.043735296,0.45671958,-0.019919557,-0.1067653,0.14743167,-0.5006911,-0.06289675,0.12389169,0.27676868,-0.06302974,-0.036346927,0.39189798,0.03466215,-0.008862719,-0.2148197,-0.15694831,-0.26792407,-0.13197921,-0.39389986,0.17025967,-0.557612,-0.16684228,0.13278286,0.2222398,0.103659935,-0.29752907,-0.20359024,0.34952176,0.1873131,-0.048781384,0.23566176
P08240,-0.060419954,-0.12772675,0.12799793,0.33463156,-0.2478947,0.24134496,0.31247646,-0.144586,0.30999827,-0.061535448,-0.07024863,-0.10299173,0.030179635,-0.049604733,0.016826011,-0.033000976,0.12152216,0.3640117,-0.0031336248,0.11712155,0.07045088,-0.12053599,-0.1300649,0.007138625,0.013265684,0.027352443,0.037368707,-0.03729315,0.103295766,-0.0008312962,0.12444995,0.1781976
P39743,-0.142725,0.169718,0.16923347,0.23708785,-0.24974433,0.1418714,0.15955168,-0.2044453,0.38469142,-0.13167325,-0.32580352,0.10761461,-0.22865301,-0.13995479,0.12744531,-0.031176984,-0.18948896,0.19565031,-0.048713155,0.09840964,0.3022585,-0.18083161,-0.003484439,0.20068073,-0.028429233,0.05831574,0.031971954,0.02464895,0.3079578,-0.1000789,0.21942568,0.28370208
Q04439,-0.09366791,-0.063716084,-0.4034107,0.092404015,-0.009519722,0.3157908,-0.078675166,-0.31161785,0.18641743,-0.0117231235,0.12475951,0.16648066,-0.16267544,0.020757712,0.11382886,-0.1941435,-0.12554191,0.20127377,0.59227085,0.06441145,0.07081122,0.014449999,0.09683998,0.0393681,0.15330581,0.14622524,-0.12825194,0.3392158,0.041469388,-0.16819133,-0.00031200424,-0.071217105
P08700,-0.12165445,0.13866732,0.705046,0.26450622,0.09027198,-0.12747318,-0.30018187,0.02015654,0.18103229,0.19119999,0.093309715,0.12479952,0.3353296,-0.48572022,-0.20480213,-0.24015698,0.40492082,-0.5545541,-0.02322954,-0.42486703,0.35359094,-0.38005835,0.28114972,-0.07988134,0.41723174,-0.2711181,-0.019927196,0.25604942,0.46934816,-0.003316862,-0.13279119,0.26429445
P58340,0.1068268,-0.14849848,0.36735812,0.090603285,0.02158619,-0.009772599,0.012617558,0.49841982,0.14379606,0.2597399,-0.17685516,-0.3001413,0.3021104,-0.15581316,-0.14045356,-0.3119007,0.3736868,0.14585608,-0.52723783,-0.27155882,-0.20529966,-0.4567272,0.19610319,-0.1663373,0.19319405,-0.1998522,-0.22147027,-0.09718877,0.036126915,0.3493175,0.261946,-0.118029654
P14324,0.09012833,-0.031417742,-0.28585443,0.092571974,-0.22573747,0.37872547,-0.07904895,-0.6008387,0.13491493,-0.19750232,0.19290198,0.062698305,0.18283373,-0.17547515,-0.09500259,-0.04234609,0.28119165,0.07806131,0.2043362,0.1328783,-0.07518318,-0.026345812,-0.19843897,-0.016044006,0.40170735,0.17235772,0.10026808,0.15945777,-0.058287464,0.08928052,0.0037253164,-0.084880635
O14717,0.21096672,-0.028015912,0.06329585,-0.0035339314,-0.10102558,0.3848612,-0.16867949,-0.14488284,0.15435526,0.1425215,0.12413415,-0.10233307,0.35462344,-0.035166115,-0.22019383,0.08041966,0.12533848,-0.04254686,0.09221791,-0.21576789,-0.07563575,-0.18758184,-0.3169952,-0.1244473,0.3800704,-0.08307465,-0.053247623,-0.04246132,0.12432693,0.25293162,-0.07103777,-0.18034884
O43765,0.29832435,0.05226185,0.14239067,0.44883865,0.08929975,-0.07126922,0.09017396,-0.4533953,0.14778817,-0.23734006,0.2143289,0.022319287,0.07977459,-0.18350929,0.012330718,-0.19065359,0.24275161,0.36450684,-0.011062264,0.070778504,-0.22187038,-0.25763518,-0.02948742,0.11184276,0.3762204,0.048458397,-0.026211701,-0.012740895,-0.2975805,-0.05852041,0.091369,0.38425627
P46587,0.15671329,-0.19063437,-0.79176426,0.1974334,0.078969285,0.12336819,-0.03463854,-0.2827818,0.33621946,-0.14425695,0.14011668,0.29735994,-0.5145458,0.34245613,0.124223165,-0.12451252,0.0017147362,0.30150416,0.37121433,0.2254173,-0.07572534,-0.01841046,0.17757262,-0.33540827,0.0434846,0.249757,-0.31208965,0.46873644,-0.08536136,-0.17558253,-0.25239155,-0.25754753
P06106,-0.028124675,-0.029902086,-0.17882773,-0.008050034,-0.35400176,0.39574173,-0.40059263,-0.29147628,-0.15665193,0.113140166,0.21137257,0.048156112,-0.12600061,-0.06284579,0.08717003,-0.024541676,-0.090765595,0.06035611,0.45586032,-0.34780693,0.08808204,-0.08591143,-0.32922953,0.06705503,0.29172343,0.15067998,-0.15463498,0.39348215,0.21880269,0.059380557,-0.14199921,-0.09438418
P27986,0.067060664,-0.016356915,-0.1107182,0.15356661,0.012639735,0.35213414,-0.022936821,-0.27511656,0.2713724,-0.08475523,0.09118682,0.087880656,0.07536718,0.04678669,0.008441955,-0.08560839,0.006525658,0.19588123,0.2688867,0.082278,-0.026974369,-0.13231057,-0.09636611,0.05997996,0.29775363,0.11334617,-0.034659423,-0.115296274,0.029657952,-0.0068809143,0.14906588,0.041636895
O74966,0.15371148,0.089416176,0.10287714,0.1652884,0.24026562,-0.032592013,-0.6395066,-0.2300309,0.15169922,0.48110738,0.19289221,-0.09482759,0.3517201,0.3035418,-0.08910078,-0.116656065,-0.008669168,0.16777715,-0.03950353,-0.56361216,-0.008926851,-0.15727608,0.12643193,0.034091048,-0.31708592,-0.048197888,-0.38393822,-0.08993593,0.020604908,0.1008853,-0.49424702,0.35955074
P27695,0.11654486,0.018063739,-0.09604911,0.10355487,-0.25528392,0.27226946,-0.114420265,-0.2910025,0.12260867,0.0030665323,0.11850239,-0.09541766,0.16264158,0.06672009,-0.05922724,0.12156823,0.13839015,-0.031529374,0.16380197,-0.3672688,0.10683802,-0.16483384,-0.33762437,-0.12275447,0.08375786,-0.033539735,-0.14788532,0.17124465,0.19593462,0.09751624,-0.12413058,-0.023443513
P0AA37,0.05276701,0.20307387,-0.07600694,0.06141887,-0.09778085,0.15002376,-0.5657308,-0.22994477,0.024571296,0.30952036,0.16036892,-0.035478383,-0.01584135,0.11650824,0.058787845,-0.027911097,-0.22854356,0.010076247,0.28897217,-0.6397061,0.17285748,-0.1533711,-0.22661608,0.043575525,-0.008299485,-0.0499805,-0.35626966,0.20551911,0.26170662,0.039716993,-0.23179509,0.12165524
O75886,0.058514714,-0.064154565,0.10873706,0.4669123,-0.19117337,0.054090768,0.4555372,-0.15642643,0.3207617,-0.20692345,-0.17543189,-0.1551238,-0.18039119,-0.043740563,0.04039102,0.033321276,0.038617074,0.472298,-0.1192845,0.24158247,0.033304002,-0.019776508,-0.10914962,0.10693805,-0.09448035,0.026385644,0.046496935,-0.028213337,0.053264722,-0.07615282,0.22471717,0.22365636
P30575,0.047498778,0.0076165646,-0.18748623,0.051409706,-0.45158616,0.25840345,-0.45009512,-0.36245006,-0.16929325,0.18565167,0.4125725,-0.07804699,-0.33138525,-0.15472248,-0.06269107,-0.038644254,0.07020331,0.28264457,0.37285215,-0.19494124,-0.15949398,0.024217322,-0.28886044,-0.11888842,0.4061795,0.1749828,-0.17260489,0.5851197,0.1091279,0.19808964,-0.39355475,-0.16648406
P31658,0.0583369,0.0051335096,0.10369542,-0.12312547,-0.41066968,0.4210211,-0.5407426,-0.25972724,-0.041930083,0.1991468,0.036962662,0.026238084,0.1975736,-0.102135636,-0.093730636,0.046139657,-0.018232062,-0.21524936,0.016371846,-0.3934164,0.11086369,-0.24599704,-0.5195714,0.019301087,0.36545098,0.10678511,-0.09857344,0.13765888,0.39223218,0.35016888,-0.19129063,-0.12762697
Q5K117,0.0005443543,0.014622465,-0.16224808,0.04407371,-0.5104464,0.2709167,-0.50252736,-0.32236418,-0.22763835,0.20003109,0.36129636,-0.09622902,-0.31531864,-0.18789577,-0.017890267,-0.09431344,0.0651851,0.26678208,0.3506692,-0.32024845,-0.09807985,-0.05157551,-0.2825805,-0.04453048,0.344002,0.17493045,-0.22124445,0.5821897,0.11708085,0.17747831,-0.32501185,-0.09309788
P05219,0.056107625,-0.15125902,-0.4759387,0.18270463,-0.10241227,0.08207339,0.022407025,-0.522002,0.09900627,-0.20424157,0.35155794,0.111108124,-0.22079301,0.17268452,0.21053031,-0.0120157,0.07686357,0.13061549,0.46296567,0.1683365,-0.079625316,0.06890811,-0.07554276,-0.31816787,0.23054014,0.2554592,-0.06416803,0.48145273,0.05234325,-0.043268446,-0.26120472,-0.24616219
P35846,-0.120575115,0.404411,0.33297792,-0.020278864,0.10219875,0.038169928,-0.11779543,-0.16356324,0.16409722,0.57476926,0.5433883,-0.16896173,0.22325945,-0.1005251,-0.07326518,0.27193803,-0.048142537,-0.19322684,0.34418848,-0.21336952,-0.03781822,0.1812657,-0.21650162,-0.42802334,0.5900365,-0.30882883,0.08834251,0.04448726,0.53772634,0.11830334,-0.3321416,-0.2318756
Q9VCD5,0.29184443,-0.077349335,0.10438814,0.5066856,0.068277314,0.058165975,-0.00857079,-0.07575043,0.016183693,-0.106816635,0.13857383,-0.0716962,0.10444772,-0.12657595,-0.09304414,-0.18880954,0.3135281,0.39926732,-0.0012477487,-0.25527364,-0.0845507,-0.31125212,-0.120044366,0.098036386,0.16777845,-0.09653062,-0.14266309,-0.02486892,-0.2064533,-0.07577414,0.13079554,0.3810187
P05122,0.07537389,-0.07674597,-0.013024814,-0.0071429517,-0.092984825,0.124687955,-0.11279085,-0.35518783,0.02861591,0.23273836,0.51970136,-0.0952135,0.063186616,0.092002384,-0.0490408,0.25518006,-0.009013481,0.08512993,0.45478004,0.04989797,-0.27702168,0.14463244,-0.40589064,-0.41001153,0.48079926,0.04787887,0.07188648,0.32304555,0.26745406,0.3306042,-0.5019249,-0.49260455
Q96VN5,0.19869523,0.059038036,-0.13370743,0.04205802,-0.4825552,0.21904638,-0.628371,-0.58067465,-0.21775457,-0.11003059,0.24583168,-0.09884901,0.027341276,-0.10062269,-0.09157574,-0.048490778,0.18121916,0.078949496,0.109112084,-0.38870585,-0.112826325,-0.13618326,-0.3862062,0.026914299,0.22318469,0.28133634,-0.19658667,0.40835968,0.0727173,0.3663711,-0.2845558,0.009753477
O00451,-0.095424846,0.027744919,0.20498353,0.1539397,0.061252188,0.22014377,0.25908983,0.025412552,0.28862396,0.25398314,0.32026118,-0.16340357,0.25317204,-0.11520133,-0.23327303,0.15161699,0.27441803,0.1814599,0.24224943,0.060413048,-0.14176296,0.08664134,-0.057969008,-0.33146185,0.43563008,-0.22571978,0.16878945,-0.05286929,0.23556101,0.15182646,0.06885968,-0.2852228
P18054,-0.15836212,-0.090985775,0.013391919,-0.15451795,-0.06290841,0.36921704,-0.1983418,-0.20850101,0.08629813,0.29062268,0.17188843,0.1405159,0.18997937,-0.08596736,-0.014918156,0.012064889,-0.1989501,-0.04958953,0.46010935,0.020007819,-0.0151199745,-0.033191204,-0.27035087,-0.021629974,0.4700092,0.11474492,0.07708493,0.16190106,0.3461089,0.1950147,-0.11519866,-0.34075987
P23568,0.16268443,-0.22272211,-0.66798216,0.11805252,-0.1250547,0.16586898,-0.14823115,-0.3183106,0.32037392,-0.1496233,0.025492225,0.1839616,-0.29503262,0.45358297,0.19627646,-0.040175587,-0.006598592,0.17030105,0.1622259,-0.027078778,0.05787952,-0.17134725,0.0063744597,-0.32512325,-0.12682357,0.2730435,-0.33547816,0.29645574,-0.01606363,-0.06908982,-0.30743757,-0.10151823
B2RXH2,-0.162846,-0.01870972,-0.00044846535,0.056667082,-0.1701177,0.2840474,0.38913,-0.019976504,0.44662356,0.11658042,-0.024004664,-0.20874926,-0.040381446,0.087777846,-0.13834402,0.10929458,0.024299905,0.36944574,0.23856115,0.13476661,0.008839968,0.06893213,0.020443086,-0.20512508,-0.0054862946,-0.09824581,-0.0045658424,0.15990391,0.28591448,0.16149862,0.10848606,-0.2953555
P12004,0.3026318,-0.280672,-0.05792921,-0.006346451,-0.20974205,-0.039801143,-0.38216928,-0.39970693,0.25598854,0.13761577,-0.0049920827,-0.114054635,0.35550904,0.2952405,0.13199428,-0.06912899,0.012823582,0.14371675,-0.3173275,-0.13114436,-0.2352937,-0.4273486,-0.2211445,-0.27459866,-0.10929415,0.25399056,-0.31747726,0.024185985,-0.1232852,0.4691038,-0.64172524,-0.014452063
Q05513,0.10538618,-0.042746574,-0.27262735,0.16239025,0.054243293,0.5175843,-0.0825365,0.005895309,0.31545275,-0.012952849,-0.009422731,0.087979496,-0.09235546,0.0978859,-0.24486458,-0.0048787743,0.1034082,0.44699883,0.27104038,-0.034716144,-0.03377151,-0.031192213,-0.0653899,0.069261104,0.13783307,0.010869304,-0.067526944,-0.09936741,-0.0047625303,0.064671196,0.20564291,-0.046579756
P00358,0.12002428,-0.06395391,-0.45370403,0.11565309,-0.38436973,0.1886253,-0.32412362,-0.30905998,-0.049727753,0.12233973,0.3167213,-0.010886297,-0.468565,0.17552063,0.07994748,0.0505727,0.082812995,0.22374764,0.2720059,-0.25026786,-0.01898828,-0.10462185,-0.2723201,-0.27957088,0.18573977,0.13542433,-0.29717836,0.5582396,0.10349991,-0.05137064,-0.4127008,-0.15888858
P0AES9,-0.034704387,0.09374198,0.5256917,0.30224073,0.13094144,-0.07509883,-0.2648728,-0.24119821,-0.014544119,0.19376922,0.25632873,-0.010230042,0.3784426,-0.23561731,-0.104581065,-0.26779565,0.19851549,-0.30150974,0.19291541,-0.47400618,0.2510422,-0.33179426,0.08083714,0.13385753,0.24610876,-0.19288398,-0.16413629,0.21241976,0.30639076,-0.14276744,-0.08937088,0.43101186
F9UM10,-0.04300119,-0.023335464,-0.21250865,0.037784994,-0.5554432,0.3162548,-0.5022971,-0.23447129,-0.20029908,0.22650471,0.16833173,-0.052874327,-0.29540402,-0.03659659,0.13794118,-0.070274964,-0.022259742,0.15367347,0.29505047,-0.52571154,0.12911479,-0.21621251,-0.33144128,0.01643829,0.117380604,0.13621649,-0.31546423,0.5051012,0.2023173,0.017189024,-0.2722728,0.03958225
H2B3G5,0.1677822,-0.09296228,0.34605688,0.064008616,-0.016772699,0.11002354,-0.317437,-0.05322779,0.10666328,0.48327863,0.012277786,-0.21712023,0.48916614,-0.025454663,-0.10355792,-0.3688797,0.020988666,-0.03302773,-0.21122982,-0.50553536,-0.0047056424,-0.44667512,-0.014217023,0.09568715,-0.058739096,-0.16352849,-0.4474512,0.07000667,0.03982331,0.1723045,-0.2928755,0.2326379
P68036,0.2955101,0.3504395,-0.09522376,0.3030617,0.32111418,-0.020237759,-0.4991898,-0.30812365,-0.094716735,0.021823898,0.39836493,0.039985746,-0.055167645,0.123978905,-0.06316013,0.042710617,-0.17507015,-0.014171965,0.50970364,-0.530448,0.034199756,-0.007935181,-0.20856494,0.037765674,0.2417603,-0.10614555,-0.23532042,0.14675076,0.17811376,-0.10852348,-0.017760668,0.077682674
O75888,-0.20640323,0.110875264,0.4514277,0.071791045,-0.21789281,0.06215325,0.12972862,-0.14422175,0.3275461,0.5043156,-0.11758,-0.06341456,0.15239972,-0.124821514,0.057932355,-0.3021696,-0.015069969,-0.13615966,-0.42878112,-0.3101753,0.28632525,-0.16450316,0.2855386,0.009147599,-0.30511993,-0.22998533,-0.17202741,0.18067957,0.29992035,-0.071802646,-0.24963957,0.3369599
P01160,-0.33537734,-0.53228635,0.61719596,0.3990909,-0.008507941,0.060361147,0.32555634,0.092957415,-0.48386046,0.34080952,0.16491368,0.12367819,0.09510648,-0.10970332,0.29541698,-0.19666892,0.35334408,-0.3706672,-0.54745775,-0.15101263,0.29811248,0.1553144,0.25656274,0.3470118,-0.0049314946,0.1038033,0.3009841,-0.107632816,0.23144722,-0.6596443,0.22844556,0.619112
Q8RNU2,-0.31352815,-0.12961365,-0.32103345,0.077917196,-0.5145432,0.037718937,-0.26324612,-0.52302265,0.17338395,0.2020104,0.29973373,0.13095492,-0.41055685,-0.23390019,0.18665236,-0.22857013,0.10309652,0.50739217,0.40065348,0.11739646,-0.08454175,-0.05836562,0.04320916,-0.2592908,0.24487431,0.28546715,-0.01435902,0.6994628,-0.019905776,0.10622741,-0.51269925,-0.044251177
P01593,0.041721642,0.18399437,0.17861997,0.08497218,0.15665908,0.07890245,-0.42371294,-0.1039143,0.18683493,0.6944287,0.16621381,-0.17475067,0.3579917,0.12728578,-0.15358579,-0.20031825,0.049850855,0.102085285,-0.18288735,-0.5393455,0.010524559,-0.063790575,0.15013848,-0.0052725375,-0.23599906,-0.2284736,-0.3796663,0.013703704,0.14147711,0.07210736,-0.44941115,0.27959532
P01594,0.041721642,0.18399437,0.17861997,0.08497218,0.15665908,0.07890245,-0.42371294,-0.1039143,0.18683493,0.6944287,0.16621381,-0.17475067,0.3579917,0.12728578,-0.15358579,-0.20031825,0.049850855,0.102085285,-0.18288735,-0.5393455,0.010524559,-0.063790575,0.15013848,-0.0052725375,-0.23599906,-0.2284736,-0.3796663,0.013703704,0.14147711,0.07210736,-0.44941115,0.27959532
P06993,0.24624817,-0.027680844,-0.20912018,0.059329964,-0.13013011,0.38265207,-0.49286184,-0.44145912,-0.06728506,-0.23050636,-0.01577751,0.24465954,0.12272012,-0.22029778,-0.09902499,-0.3284049,0.07690847,0.06979705,0.058640197,-0.12952358,-0.07691553,-0.40317208,-0.20461997,0.3608684,0.4022081,0.30331054,-0.15379602,0.053953633,-0.1600526,0.10484264,0.20178825,0.12910779
Q8DTS9,0.052870274,0.00525783,-0.19872981,0.051626906,-0.4579506,0.24541456,-0.44062907,-0.34128198,-0.17170094,0.2056208,0.41562185,-0.095522344,-0.3588736,-0.1364707,-0.053794235,-0.051726773,0.076030485,0.3001999,0.35535216,-0.20965779,-0.16957441,0.007775143,-0.2672292,-0.13714246,0.38955402,0.16361049,-0.20346776,0.599553,0.097010046,0.18335155,-0.40067288,-0.16865514
O00204,-0.012429297,-0.051735133,-0.11581073,0.13063942,-0.27482423,0.46464738,-0.21003,-0.2693531,0.123224355,-0.055689305,0.027063284,0.061970487,0.14013082,-0.09720931,-0.060426082,0.03429869,0.114341035,0.013048727,0.2984494,-0.22460409,0.1901769,-0.21001777,-0.31836316,0.078605205,0.20544706,0.07739475,0.0154875,0.024666235,0.13899183,0.013773657,0.09020476,0.031855267
P00533,-0.0076807886,0.26369375,-0.057821907,-0.06289357,0.26287013,0.34455037,-0.16824509,0.004883148,0.3027821,0.50950533,0.28589222,0.008679032,0.05317405,0.07261836,-0.14078976,0.14040715,-0.23607247,-0.102269135,0.32928833,-0.030851364,-0.01771016,0.26612335,-0.059774417,-0.27545267,0.46366435,-0.19251719,-0.01821407,-0.051969558,0.39370254,0.027524455,-0.15212548,-0.3412231
Q8WZ42,-0.17819281,0.23841667,-0.10535332,-0.17221296,-0.14901938,-0.043911774,0.21776572,0.24838847,0.31090316,0.015643373,-0.5725383,-0.34745786,-0.30261093,0.08817955,0.08429613,-0.038500935,-0.13404144,0.45272267,-0.5065316,-0.012496881,0.0015233187,-0.3598547,0.19513151,0.04679236,-0.55909973,-0.007469019,-0.21078068,0.07218748,0.044454444,0.24231584,0.37485757,-0.2796927
P12318,0.0017952323,-0.059953153,0.14820752,0.272522,-0.19852115,0.12699422,0.19545525,0.01326742,0.3289752,0.33991367,-0.2639643,-0.08594857,-0.01613085,-0.06355765,0.02507449,-0.242583,0.011286885,0.34031102,-0.5265073,-0.10465208,0.12739041,-0.12829669,0.11855693,0.033854254,-0.3245778,-0.17675999,-0.18248543,0.011553466,0.04172147,-0.08421929,-0.08731721,0.33916202
P06907,-0.059006736,0.04439801,0.33212668,0.23253635,-0.1745062,0.018270962,0.34306073,-0.23623389,0.21290876,0.32929116,-0.09666526,-0.035125077,-0.066316776,0.0039083883,0.18989828,-0.319447,-0.07422663,0.20270753,-0.44492894,-0.0974085,0.11306894,-0.0982334,0.2038543,0.15074143,-0.36344546,-0.093797155,-0.23343581,0.14262566,0.13730957,-0.19028136,-0.14499953,0.480227
O15305,0.3783869,0.097511575,-0.04693351,0.00412992,0.11081724,0.066351354,-0.15446553,-0.4383874,0.019103471,0.030160367,0.4460537,-0.23385811,0.21916321,0.36470526,-0.06861319,0.23874767,-0.059126183,-0.064899944,0.19759938,-0.13252434,-0.26386872,0.113894686,-0.3589812,-0.31884843,0.2894438,0.0005928371,-0.15731195,0.12725776,0.21751979,0.30542988,-0.37641564,-0.3237098
P14550,0.23419915,0.05432482,-0.33294725,0.08008293,-0.04959463,0.36074024,-0.30792505,-0.40853757,-0.04112008,-0.15536493,0.2268648,0.11310209,-0.033055395,0.17085552,-0.0027301237,0.07322863,-0.06330337,-0.034544,0.4357968,-0.29985738,0.04556949,-0.011811659,-0.30043408,0.04461036,0.2229601,0.12452789,-0.15452042,0.18366547,0.12093469,-0.013893509,-0.016361784,-0.085056156
P67870,0.042844117,0.23664972,0.15100172,0.16493249,0.32673693,-0.15806162,-0.07223034,-0.37871152,0.080939144,0.20303746,0.6923059,-0.08620106,0.10791117,0.25009903,0.11466337,0.33269534,-0.16481735,-0.015046321,0.5994139,-0.12976408,-0.13381918,0.24346988,-0.23908448,-0.4059165,0.43578225,-0.12635835,0.1079735,0.013041675,0.35204962,0.062932864,-0.29469323,-0.18040569
