accession_code,ESM_32_dim_0,ESM_32_dim_1,ESM_32_dim_2,ESM_32_dim_3,ESM_32_dim_4,ESM_32_dim_5,ESM_32_dim_6,ESM_32_dim_7,ESM_32_dim_8,ESM_32_dim_9,ESM_32_dim_10,ESM_32_dim_11,ESM_32_dim_12,ESM_32_dim_13,ESM_32_dim_14,ESM_32_dim_15,ESM_32_dim_16,ESM_32_dim_17,ESM_32_dim_18,ESM_32_dim_19,ESM_32_dim_20,ESM_32_dim_21,ESM_32_dim_22,ESM_32_dim_23,ESM_32_dim_24,ESM_32_dim_25,ESM_32_dim_26,ESM_32_dim_27,ESM_32_dim_28,ESM_32_dim_29,ESM_32_dim_30,ESM_32_dim_31
P05696,-0.17158252,-0.35942072,0.27412912,-0.43175972,0.33638048,0.21110167,0.0037043244,-0.057898913,-0.010355249,0.88202727,0.039836682,0.26663366,-0.08787565,0.5007994,0.119625024,0.27957708,-0.20549855,0.09966473,0.014152758,-0.00041084737,0.12832229,0.27503854,0.10133649,-0.23605938,-0.2381388,-0.08831313,0.011188209,-0.22037551,-0.14231323,-0.51990676,0.14420731,-0.034451604
O75317,0.49649602,0.36190295,-0.0056590475,0.028643427,0.14982724,-0.13452029,-0.07662134,0.06949723,0.08143121,0.31283718,-0.05827474,-0.09154269,-0.10394023,0.11498136,-0.25423613,0.050759867,-0.17940031,0.30990452,-0.2676345,-0.07430803,0.15710343,-0.13331082,-0.3857684,0.19917895,-0.21138763,-0.005381141,0.28698742,-0.2573099,-0.18616892,0.12493466,-0.18081641,0.24480356
O95393,0.5508337,0.23375079,-0.0037674122,0.12269322,0.092736475,-0.15854907,-0.06256898,0.15489824,0.08675553,0.14855239,-0.076524355,-0.17155892,0.12527932,0.166642,-0.21854368,0.17064452,-0.07724107,0.12440847,-0.35656002,-0.17618781,0.020446092,-0.22447544,-0.285102,0.17969327,-0.073770076,-0.06664659,0.21133679,0.18813342,-0.015166163,0.056587204,0.011996359,0.25489372
Q3E7X9,0.11158599,0.84399426,-0.31932777,0.25579846,-0.17393357,-0.1732536,-0.2207875,0.284107,0.05155076,0.2647695,-0.28326938,0.31604025,-0.0077933073,-0.41367498,0.11378246,-0.124936715,0.023499344,-0.38322994,0.032001875,0.12334991,0.24323,-0.15053932,-0.24878936,0.16824438,-0.20349473,-0.079211816,-0.24353322,0.67300594,-0.037430808,0.10116778,-0.16625035,-0.18901755
Q7YQK6,0.17218892,0.08715685,0.11741106,0.12062094,0.040476896,-0.13744876,-0.034969173,0.23327936,-0.06390831,-0.043146342,-0.10126784,-0.05332963,-0.022732697,-0.41639113,0.10030605,-0.122240975,0.007626053,0.014822442,-0.09021827,0.32559776,-0.20452231,0.055424616,-0.4351771,-0.004300909,-0.022313163,0.24698156,0.25175035,0.17266917,0.029815301,0.3234216,0.2656079,0.11028467
P32856,0.04305993,0.17294517,0.16367805,-0.12277994,-0.18684456,-0.5088357,-0.112544954,-0.12582019,0.0786587,0.09784405,-0.24685165,-0.041796982,0.6676555,-0.34658077,-0.26897836,0.065289766,0.09257959,-0.14639284,0.2338773,0.12815472,-0.4242218,-0.09234908,-0.32372087,0.24916227,-0.05350408,0.08067775,0.0985609,0.22087896,0.051996127,0.019148365,-0.17762956,-0.4618653
P15926,0.08931495,-0.6885908,0.20826153,-0.23671104,-0.011552207,0.21598148,-0.08106855,0.4475416,-0.07753241,-0.30596575,-0.042604603,0.0006016642,0.19392887,-0.019758493,-0.003644146,0.613195,0.12551507,-0.18845752,0.10256518,-0.20415643,-0.28514206,0.2759564,-0.41726673,0.02787103,0.12760946,-0.10038121,0.01700759,0.26091123,-0.19285023,-0.026272744,0.092640094,0.12003903
O75717,0.461895,-0.35172272,-0.2158301,-0.17887406,0.05183781,0.20203482,0.09783305,0.119174376,0.120941564,0.32732752,0.2527793,0.10806608,0.20218058,0.26219013,-0.10986591,-0.072468296,-0.14584917,-0.078375384,-0.011113428,0.08786649,0.43774956,-0.2119827,-0.3471492,-0.336322,-0.02635412,0.038565498,0.2008428,-0.022559822,0.12249662,-0.32197183,0.14392245,0.19127749
P0CY29,-0.093104616,-0.31586683,0.33869612,-0.31136602,0.336703,0.058410764,-0.03527569,0.56636083,0.1709385,-0.008359224,0.010241784,0.1614942,0.20129357,-0.09864654,0.24219328,0.2324898,0.1537137,-0.05055314,0.04426957,-0.6702847,-0.23042838,0.046095744,-0.44871175,-0.027241403,0.07887454,-0.36383474,0.11218545,0.008716077,-0.11962486,-0.28137252,0.21773192,0.19666724
Q13404,0.21674176,0.9503752,-0.17983423,0.3374054,0.039000817,-0.15995157,-0.074094325,0.16312349,-0.17451279,0.2836435,-0.16826904,0.1372967,-0.02206856,-0.1627005,-0.33140776,-0.329979,-0.19132072,0.02783367,-0.3016356,-0.23391959,0.16132277,-0.22586125,-0.28514153,0.2179985,-0.15564072,0.08430797,0.21449077,0.17223048,-0.2863648,0.15027402,-0.1413883,0.33218592
P0ABB4,0.5119242,-0.20034613,-0.20226094,-0.13757712,-0.023731165,-0.094405055,0.025384381,-0.042985205,0.1098091,-0.072118595,-0.11347268,-0.058456823,0.17799364,0.16776688,0.07021503,0.30870116,-0.10916954,0.0777944,0.16327018,0.104707874,0.05497296,0.0656195,-0.43418905,0.19486664,-0.026968524,0.036728833,-0.10783482,0.6330986,0.113900796,0.16368656,-0.085968286,-0.03548047
P04911,0.49229878,0.3712216,-0.197417,0.28943366,-0.11261555,0.18058634,-0.22653419,0.2741297,-0.2443469,-0.06126748,-0.045814626,0.32978708,-0.062651634,-0.44595963,0.24603638,0.014170557,-0.03206482,-0.4601884,-0.058349185,-0.2172896,-0.122266285,-0.079080366,-0.19241552,0.31161067,-0.2817194,-0.2375539,-0.47641242,0.32775307,-0.14549464,0.30644554,-0.0066471845,0.07569426
O60341,0.4651844,-0.41656053,-0.046505935,0.07864357,0.104100205,0.10093453,0.07420914,-0.12628259,-0.09564401,0.017158031,0.07321356,-0.33745787,0.14868155,0.24036305,0.028473057,0.43800908,-0.15905474,-0.14170186,-0.15952355,0.0062419027,-0.17875837,0.09315261,-0.03179771,0.117880985,0.0054359883,0.33426338,-0.16109523,0.48693764,-0.008413032,0.2008005,0.09201179,0.06979732
P27278,0.16214474,-0.12947978,-0.10114522,-0.18427095,-0.16086115,-0.21095628,-0.07987225,-0.023797434,0.12706856,0.21365294,0.0068733618,-0.0120970905,-0.1782258,0.11954485,0.08876035,0.044113785,-0.24597886,-0.11506975,-0.11097529,0.4314548,0.03617002,0.12544963,-0.214782,-0.059968367,-0.13225845,0.17531486,0.13786262,0.049310997,-0.10080874,0.016878277,-0.34042567,-0.017103001
Q9V4S8,0.47579175,0.35877198,0.053155866,0.19911931,0.07961043,-0.08868036,-0.031408243,0.14416723,-0.09771091,0.11327629,-0.0066158846,-0.07318716,0.1970602,-0.0861025,-0.23266703,0.044066504,-0.14207186,-0.16076595,-0.027105935,-0.26569486,-0.109144576,-0.109610274,-0.3192621,0.26355365,-0.19390821,-0.05886351,0.033761367,0.09617931,-0.07036887,0.09715879,-0.090433836,0.055517152
P0C0N1,0.25372946,0.12677266,0.052798744,0.10057891,-0.04630479,-0.15881807,-0.12045609,0.18830608,0.023489073,-0.06286481,-0.2051546,-0.06460264,-0.021816917,-0.444377,-0.005511321,-0.0873761,-0.11526157,0.074660465,-0.036874346,0.39871597,-0.10561523,0.047852203,-0.40058902,0.026735803,-0.10254817,0.3201809,0.17477053,0.33192843,-0.15680103,0.29322731,0.0073500574,-0.054373987
P0AEY8,-0.12176236,-0.11801888,-0.3005405,-0.39237297,-0.2895864,-0.20696086,0.037278444,0.054855745,0.32906264,-0.20159754,0.17261901,-0.12164572,-0.09954183,-0.06176755,0.48597467,-0.14525874,-0.4786995,-0.28240588,-0.18703386,0.48346058,-0.525829,-0.24789818,-0.5026624,0.31042632,0.240729,0.24538171,-0.013477087,-0.062310316,0.14812411,-0.3602206,-0.01184088,-0.17030704
P61254,0.38188523,0.6873273,0.21464063,0.05862885,-0.042952158,-0.213198,-0.15699825,0.099139795,-0.33518606,0.28602993,-0.03778491,0.33785012,-0.0025595427,0.06460428,-0.3959205,0.18345216,-0.090541735,-0.27714184,0.046634786,-0.09599463,-0.023775779,0.06716676,-0.28828052,0.12965485,-0.35490838,-0.109779,0.13678193,0.1331387,-0.13234834,0.026598051,-0.13324958,-0.10510562
O17670,0.7011817,-0.51514685,0.035613094,-0.034982182,-0.014239982,0.04538389,0.037721187,0.24327071,0.17115264,-0.45807818,0.16629258,0.03824106,0.1505146,0.013278358,0.103259854,0.1758051,0.18139505,0.13474742,-0.0057646856,-0.28365096,-0.29105726,-0.35935572,-0.20415191,-0.10669273,-0.01980789,-0.04358336,0.1188578,0.3098253,-0.2132728,-0.02255585,0.14907981,0.047544688
P08048,0.32043946,-0.36685658,0.24329711,0.5440423,0.10820601,0.3282413,0.08230993,-0.0814444,0.02950643,0.2193192,-0.10514494,0.12274479,0.7262317,0.22793391,-0.14058942,0.19508123,-0.04818483,-0.07247716,-0.081830315,-0.07625463,0.07981734,-0.07308133,0.026754122,-0.4145735,0.04616359,0.3259007,0.36931807,0.20317414,-0.39364833,0.0636038,-0.0060277283,-0.03123147
P10826,0.712964,0.11068122,-0.008911788,0.36326727,0.087149896,0.1195932,-0.019194826,-0.046501968,-0.049568817,0.14685962,-0.029255815,-0.062904,0.067016944,0.31921858,-0.103964515,0.19806816,-0.25013718,-0.030331265,-0.5164064,-0.19359687,0.041412562,-0.16180909,-0.22726105,0.06598791,-0.06939386,0.20605877,0.20021951,0.060903847,-0.27750134,0.111089125,-0.08517912,0.35632485
P04370,0.2876494,0.6002065,0.07664664,0.48772335,0.10721757,-0.20801455,0.131175,0.122773826,-0.20837325,-0.06625308,0.17590627,0.13680696,0.3114034,0.277955,0.04865522,-0.007285103,-0.07600345,-0.6218592,-0.030548148,-0.4244003,-0.2630514,-0.091837496,-0.15394388,0.11592154,-0.041944325,-0.08791824,0.21113017,0.41776395,0.08507384,-0.0059311837,0.044787735,-0.028001115
Q9Z0E3,0.6175062,-0.12196137,-0.12788312,0.59680027,0.03539721,0.28049913,0.046055764,-0.12260695,-0.25274506,0.1894522,0.11204636,-0.15115416,-0.027829126,0.5399139,0.24743968,0.15691704,-0.20860775,-0.26606604,-0.36114338,-0.33209714,-0.0845456,0.0047114193,0.031745117,0.17140152,-0.032585382,-0.02782197,-0.068048716,0.26572776,0.0811062,-0.0023816675,0.18947828,0.47251242
P0CG47,-0.8328722,0.5085795,-0.13214394,-0.13770704,0.038304962,0.030978821,-0.49838877,0.31733584,0.03756115,0.06572023,0.30002004,0.17096078,0.07214025,0.6324512,-0.20768026,0.6246118,0.07847877,0.30774304,0.18021193,0.16329111,0.3510964,-0.19059813,0.8790646,-0.19891728,-0.24790901,-0.41628438,-0.096822806,-0.7940638,-0.11222006,-0.15033212,0.020620227,-0.39028788
Q9VD72,0.2817033,0.21498041,-0.07898438,0.1893375,-0.10339822,-0.06813052,-0.14895377,0.18385066,-0.12059593,0.044825003,-0.20164141,0.017765522,0.007529326,-0.4935261,0.022087052,-0.18181868,-0.2099728,-0.30849996,-0.2614487,0.1583263,-0.066214904,-0.013914779,-0.079552606,0.08216009,-0.16602945,0.3196324,-0.14747787,0.29887637,-0.37857878,0.11059414,-0.21620575,-0.042507753
P01579,-0.1688425,0.5300405,0.21278445,0.04023037,-0.08445162,-0.38733837,-0.23765767,0.53430086,0.06811236,0.15352374,0.11434087,-0.06659256,0.053311832,-0.7814011,-0.2718237,-0.03549646,0.3144577,-0.55862033,-0.11214378,-0.009964965,-0.3225428,-0.27816457,-0.2358027,0.08828157,-0.06273988,-0.061395455,0.11133903,-0.03447423,-0.033625416,0.004478872,0.045247182,-0.23300505
P39533,0.7488226,-0.28587288,-0.008618701,-0.016825425,0.03140653,0.18487212,0.041190416,0.11704622,-0.006419271,-0.303123,-0.11289344,0.0036946088,-0.058703974,-0.11516483,0.114965014,0.3441161,0.0867337,0.37476984,-0.08425128,0.13259003,-0.19115975,-0.056946374,-0.560013,0.03742414,0.03468688,0.09602517,-0.033229053,0.22695687,-0.13421911,0.56388843,0.20143649,0.32767117
P14618,0.4023785,-0.34463358,0.018702816,-0.09687177,-0.15462774,-0.012862243,0.01560016,-0.37661096,-0.08297892,0.025381476,-0.14227003,0.11298913,-0.18656884,-0.028543577,0.6014634,0.21822914,0.17604782,0.4096504,0.109676085,0.45270497,-0.20080847,0.31384772,-0.5804918,-0.07608574,0.02356413,-0.050284054,0.019611776,-0.051549017,0.07383412,0.6269258,0.14825049,0.21766613
Q75NZ0,0.9251146,-0.05478251,-0.1658231,-0.007031163,0.08285888,0.073440924,0.07164554,0.034312267,0.11423923,-0.09581435,-0.042439677,0.090885,0.06958954,0.26863387,0.03290508,0.28301132,-0.07413298,0.19431403,-0.13115108,-0.15615785,0.0150040835,-0.22054349,-0.42999208,0.21284308,-0.10739893,-0.15506306,-0.09441405,0.3153969,0.019110397,0.23538433,-0.0067440867,0.25592262
P62837,0.27641726,0.785027,-0.28151414,0.16746992,-0.04787349,-0.21451199,-0.18582979,0.23105852,-0.021254882,0.06196004,-0.27285412,0.11466872,-0.15152858,-0.2819835,-0.032178335,-0.2211882,-0.19464298,-0.056377154,-0.48991957,-0.076264404,0.27680397,-0.16393474,-0.26222548,0.263613,-0.13763618,0.28356132,0.046412915,0.1542097,-0.37824553,0.20712493,-0.37421227,0.18216984
Q8N0Z3,0.65306145,-0.20823433,0.11377549,0.3197798,-0.024905764,0.044119146,0.14657354,-0.20442954,0.14572535,0.28746542,0.13877109,-0.21001694,0.44762236,0.21541765,-0.17243025,0.24467416,0.020303804,-0.25944638,-0.038100652,-0.25178534,-0.15313756,-0.25241417,-0.35502195,0.13096873,0.05330763,-0.040666405,0.07675597,0.010071427,0.14028634,-0.01059486,-0.10103431,0.020951822
P37231,0.72839147,-0.10512002,0.07258843,0.0828808,0.022588141,0.03950721,-0.012950152,-0.026408847,0.034063205,0.12852073,0.00533738,-0.13117269,0.119852185,0.21866511,-0.3037532,0.39866155,-0.112004876,0.05947464,-0.26776326,-0.03442075,-0.019914784,-0.16412374,-0.32621884,0.05552066,-0.07829712,0.1633525,0.15968174,0.16720754,-0.19262086,0.10970105,-0.069687724,0.13584273
P53350,0.010843143,-0.29000407,-0.043596428,-0.44152823,0.3332277,0.24310203,-0.003432192,-0.12045975,-0.0058482587,0.67173564,0.34168464,0.042670906,-0.31365252,0.562703,0.2382586,0.22548187,-0.3848098,0.038292218,0.17718118,-0.03068526,0.26790857,0.27020532,-0.003115463,-0.12125479,-0.29461512,0.053774122,-0.094125025,-0.24202687,-0.019330963,-0.38754147,0.061620146,-0.0011058748
C6KRN1,0.21984448,0.56107527,0.2017851,0.4473267,0.03254012,-0.20416448,0.12167992,0.010376345,-0.09077556,-0.116740465,0.14257823,0.10679695,-0.044469878,-0.34255815,-0.048219807,-0.6725444,-0.14331423,-0.12550393,-0.31833684,-0.38566506,-0.29131052,-0.33789924,-0.017381769,-0.1471919,0.0104569495,0.40581596,0.36002445,0.14299613,-0.57894355,-0.05120139,-0.1818876,0.030507728
P00942,-0.16133833,-0.03505464,0.13210692,-0.16296715,0.030678235,-0.0037015453,-0.1275439,0.13122213,-0.07359898,0.17989576,0.039229833,-0.031537533,-0.29934186,-0.3205123,0.44857877,-0.070505336,0.15437555,0.07816957,0.55389017,0.07774199,0.09105271,0.5454289,-0.6004653,0.042194225,-0.038219407,-0.3046453,-0.0068495274,-0.46663338,0.26855665,0.1270058,0.031052783,0.055152148
P51948,0.22313492,0.22513357,-0.026880402,0.12983929,0.0629048,-0.20207551,-0.03734494,-0.024935823,-0.124797374,0.34147307,0.002007857,-0.34864452,-0.0894776,-0.05927664,-0.24856386,-0.12480925,-0.21134005,-0.063317016,-0.14359409,-0.13174751,-0.13752006,0.00576815,-0.039555285,0.26476508,-0.14370325,0.23355725,0.074852586,0.20364344,-0.16432162,-0.13430795,-0.11737195,0.015653089
A8AWA0,0.06403126,-0.041515037,-0.044818897,-0.02473026,-0.18435517,-0.17684406,-0.16028695,0.048390474,0.08991574,0.24384835,-0.3485757,0.109702095,0.17993668,0.017344162,0.06305714,0.1273089,-0.25155985,0.03760424,0.25611597,0.43095928,-0.020523936,0.22293386,-0.3274353,-0.022954823,-0.14432776,0.05922166,0.12619549,0.51411283,-0.21496366,-0.045573205,-0.27562222,-0.16244616
P56192,0.77102274,-0.40668,-0.38980958,0.017395282,-0.37493464,0.053967074,-0.10692423,-0.019477006,0.00122118,-0.2257128,-0.026077278,-0.22860447,-0.32255846,0.31313807,0.17568272,0.22356349,-0.19818261,-0.0910656,-0.5328381,0.14794758,0.15172969,-0.008087501,-0.07995872,0.18073998,0.03600207,0.28311124,-0.09230915,0.34530735,-0.059467383,0.024672627,-0.26100513,0.26561272
P19926,0.21457826,-0.4909522,-0.018975668,-0.20940824,0.055108614,0.106812686,-0.06455156,0.4636789,-0.006678976,-0.32317042,-0.08528992,-0.105698556,-0.18696274,-0.32779402,0.11278408,0.101827934,0.011402134,-0.084123,-0.23856226,-0.102150135,-0.16615394,0.18382055,-0.22079617,0.14642878,0.08124821,0.07066853,-0.13983165,0.033684716,-0.27590206,0.11394933,-0.11300349,0.23577784
Q42525,0.54193807,-0.21917187,-0.27387336,-0.09028352,0.060207896,0.0060766786,0.09027654,-0.13705859,0.067219764,0.06620304,0.08089841,-0.05438234,-0.05466865,0.23296349,0.32471544,0.14553607,0.011381339,0.17242447,0.06232717,0.16936177,0.017164417,0.026761264,-0.5116433,0.10270658,0.05527181,-0.010482531,-0.037830696,0.14843966,0.4097305,0.33729047,0.22235009,0.34391433
O95704,0.8379218,-0.036706373,-0.20584564,0.3499059,0.032762922,0.22260244,0.009084225,-0.11512075,-0.1982126,0.11123668,-0.021177776,-0.105433136,-0.1695757,0.34119248,0.15627572,0.052858412,-0.20520407,0.022026796,-0.45432055,-0.24608853,-0.012085229,-0.08050859,-0.09084065,0.30633265,-0.066790506,0.07336341,-0.15267219,0.30733854,0.1283318,0.085357726,0.18932131,0.55097294
P0A3J0,-0.010199562,-0.622984,-0.005158957,-0.28908753,-0.14330514,0.006636761,-0.0613793,-0.16064394,-0.005922571,0.18559399,-0.20760587,0.098366454,0.23565081,0.04257968,0.4205627,0.35723415,0.066433564,0.12793903,0.52154154,0.14513224,-0.12321006,0.4616186,-0.5909622,-0.002555551,0.08006214,-0.28178483,-0.08264282,-0.027742177,-0.072417304,0.026689917,-0.14712024,0.01798068
P0A0M0,0.19547494,0.44698405,0.30153137,-0.042090774,-0.21333733,-0.22239581,-0.30248672,0.48035473,-0.10848476,0.02197349,-0.101914324,0.19849057,-0.0013331026,-0.36613882,-0.52223027,0.26400948,0.15883034,0.11613317,-0.07023256,0.061857082,-0.008802965,-0.15074167,-0.5818908,0.08113514,-0.1537466,-0.088764,0.5148587,0.079021275,-0.3128603,0.0803176,0.11530171,-0.13518587
Q9Y4K3,0.44801408,-0.333108,0.007347118,-0.17689705,-0.013551764,-0.10160735,0.029673383,-0.2816955,0.1692446,0.5287857,-0.058182754,0.13563351,0.087380245,0.19163446,0.08312843,-0.06916055,-0.07250427,-0.045850378,-0.45634687,0.108648576,0.08661838,-0.13303396,0.007130754,-0.2903602,-0.05687642,0.11749756,0.074068785,0.057268307,-0.17340456,-0.24588133,-0.17391199,0.048407003
O00463,0.45561188,-0.39729583,0.20927684,-0.2547169,0.038089685,-0.022616714,0.053504407,-0.23491557,-0.12786333,0.57581484,-0.11527591,0.18253553,0.16272958,0.06077815,-0.26565063,0.006388828,0.085402474,-0.073311046,-0.39660168,0.043371744,0.021705829,-0.008627325,-0.012618202,-0.22959115,-0.061834216,0.12504572,0.04788731,-0.07666412,-0.08376449,-0.24381556,0.055488043,0.06311931
P01501,-0.6626472,0.91833234,0.00059549883,0.226748,-0.06713753,-0.34140405,-0.27330676,0.44811785,0.17820118,0.043942094,0.05738884,-0.22860613,0.1816299,-0.71877456,-0.012030274,-0.12552564,-0.061699074,-0.4144635,0.08306078,0.01247666,-0.3781793,-0.29645872,0.08877379,0.0038222056,0.2146184,0.2614706,-0.1268346,0.5778048,-0.17036244,-0.03658338,-0.020044029,-0.31594366
Q13480,0.4477545,-0.114595935,0.28864962,0.66049886,0.0348214,0.14534928,0.08981843,-0.09204076,-0.04049708,0.30296344,0.03851325,0.1685932,0.2955097,0.50042874,0.0034488738,0.20424205,-0.05376276,-0.20901613,-0.33831483,-0.14824653,-0.13327537,-0.16482975,-0.118764475,-0.34220448,0.028392434,0.12333998,0.58513933,0.054087996,-0.459796,-0.1341781,0.024784401,0.06719242
P00546,-0.36678493,-0.011235341,0.045931403,-0.47663906,0.26501888,0.116538666,-0.11068545,0.061703574,0.030559555,0.6735848,0.27626592,0.04093808,-0.4983725,0.22243692,0.24532408,-0.2109238,-0.54144853,0.09048952,0.25719637,-0.006245084,0.24560685,0.3300541,0.1171346,-0.08354013,-0.35675967,0.09832287,-0.049439833,-0.26594532,-0.12108174,-0.56199825,-0.0870952,-0.16389
P68777,0.06612904,-0.08009906,0.06806922,0.03252486,0.2016817,0.0060370564,-0.03138593,0.27946392,0.046600774,-0.21164495,-0.25998202,0.051890105,0.108067214,-0.52493024,0.31409648,-0.13719864,-0.041042883,0.12875733,0.07747532,0.16472608,-0.0931595,0.20191604,-0.5116302,0.031261697,0.09925379,0.24571905,-4.2319298e-05,0.3004818,-0.046437025,0.3837092,0.18825908,0.105749205
P60174,-0.12268342,-0.0075016767,0.14338742,-0.10019516,0.03975936,0.005237311,-0.117875546,0.08259146,-0.069223955,0.14154217,-0.043451615,0.0020205975,-0.30636215,-0.47870076,0.5622355,-0.18238993,0.17415184,0.066350356,0.3511137,0.07381589,0.062744096,0.5126979,-0.5601635,0.03763862,0.0045320615,-0.23536244,-0.09540503,-0.500576,0.17411931,0.23858206,-0.02161166,0.10891913
P20937,-0.54039055,0.34987995,0.44372952,-0.06672881,0.053682692,-0.388189,-0.030698948,0.30286437,-0.034348123,0.7769997,-0.22598675,0.17621294,-0.029873788,-0.103463516,-0.2551975,-0.32015663,0.12331124,0.019324545,-0.33333528,-0.12801477,-0.42214036,-0.07883817,0.005409819,-0.039481416,0.042394064,-0.24613531,0.42071897,-0.18976082,-0.05861319,-0.43886608,0.14957647,0.26840758
P07814,0.8677613,-0.017184943,-0.07547494,-0.04827646,0.17021719,0.20540951,-0.022160433,-0.011999588,-0.10224475,-0.08596347,-0.1401467,0.038683206,0.019357815,0.19644368,-0.15382496,0.37972116,-0.17886424,0.21388592,-0.34958825,-0.1774799,0.2000313,0.0017862022,-0.3767943,0.21650602,-0.07068387,0.1677031,-0.13304198,0.15434253,-0.14701337,0.34087723,-0.0447786,0.3436826
O75716,-0.28809875,0.083152585,-0.14358549,-0.17566897,0.0043189004,0.1422146,-0.089472815,0.036526803,-0.0258822,0.57052493,0.18981063,0.015740827,-0.60830754,0.054941513,0.23894355,-0.61856556,-0.6361242,-0.027688708,-0.0048436522,0.10044778,0.14617416,0.15876007,0.2700315,-0.03902079,-0.24609709,0.34366933,-0.06912657,-0.20336767,-0.24142574,-0.5762476,-0.24919116,-0.019818053
P0ADS2,0.024417683,0.48138404,-0.08265062,0.0630902,-0.36184394,-0.3972986,-0.19774398,-0.0839766,0.37199658,0.028027892,-0.2696044,0.01932849,0.17077565,-0.8631432,0.0825058,-0.4036051,0.03538205,-0.310378,-0.141906,0.12729824,-0.16970958,-0.35351244,-0.19138692,0.24951442,0.08209428,0.22299892,-0.25142947,0.26254472,-0.232225,-0.071076214,-0.48232543,-0.67020404
A0A0D1DWQ2,0.47802776,0.20320664,-0.23015325,0.027770976,0.026443355,-0.23311195,-0.07527683,0.24236037,0.22377329,-0.08996805,0.0308628,-0.18803999,0.13581651,-0.17171898,0.09110483,-0.14891286,-0.018995266,-0.03497493,-0.13935855,-0.34092918,-0.08335835,-0.34247714,-0.28138053,0.39634416,-0.05329925,-0.20988387,-0.113192216,0.10407485,0.1955861,0.02166161,-0.06370255,0.1581106
Q8G6D6,0.2986192,-0.35905737,0.019056942,0.047400765,0.115695216,0.22290856,0.02609688,0.21647541,-0.10924934,-0.24133316,-0.14449063,-0.033884376,0.041421276,-0.33733517,0.16959652,0.13772482,0.071788386,0.16296813,0.342016,0.15676361,-0.13845688,0.2810619,-0.36668628,0.1370354,-0.036013678,0.053123984,-0.20357025,0.49943006,0.12557317,0.49112737,0.3109108,0.046169713
Q6ZU80,0.36981136,-0.58253294,-0.06589115,-0.12729453,-0.20822945,-0.18571964,0.13652161,-0.8487925,0.05291216,0.41163674,-0.02437158,0.01976353,0.6525567,0.06398446,-0.18995315,-0.29520816,0.3005131,-0.4252912,0.06756223,-0.03301066,-0.19991228,-0.13422897,0.17638409,0.17142096,0.10555579,0.2667174,-0.32600245,-0.20967424,0.65240395,-0.21930851,-0.16977903,-0.412786
O08604,0.09675114,0.31062198,0.08563864,0.15233445,0.12564602,-0.29899856,0.0074925423,0.32296175,-0.0045428425,0.22732696,-0.1242537,-0.06286135,0.26580948,-0.22268814,-0.18330815,-0.15677355,0.08121711,0.07756482,-0.41440383,-0.35483605,-0.24180624,-0.3384014,-0.3145172,0.15700546,0.087505445,-0.21548122,0.30688378,0.09942901,-0.17120034,-0.066931754,0.21086437,0.35963368
Q13501,0.35237283,0.06078948,0.024820123,0.5873667,0.010694034,-0.02626682,0.03161201,-0.117326945,-0.3056001,0.22669274,0.08002579,-0.24061018,-0.0002745688,0.51136863,0.09330823,0.14530247,-0.18098772,-0.35696754,-0.4659699,-0.12008343,-0.27047652,0.060609207,0.22541764,0.0438862,0.018463708,0.21148056,0.20150992,0.4306969,-0.015405118,-0.04976745,0.17617607,0.27024388
Q15046,0.7094225,-0.09164457,0.028107677,-0.054600365,-0.013177492,-0.018237807,0.003799148,-0.0642681,-0.0025070459,0.035698652,-0.07948179,0.0017566979,0.048758477,0.22549406,-0.21981433,0.45765334,-0.12074821,0.13056214,-0.21919593,0.09905665,0.031289764,-0.03632769,-0.35647127,0.059332803,-0.11029738,0.12948193,0.06720203,0.26269084,-0.2605316,0.2706176,-0.18866193,0.09282546
O08583,0.0112427175,0.21716401,0.43269372,-0.26585388,0.18480569,-0.4629008,-0.04285522,0.06449321,0.18996613,-0.26246768,0.12366573,0.3382015,0.22102141,-0.12419376,0.5245853,-0.12736954,0.14032441,-0.24748614,0.20683587,-0.31885025,-0.49306375,0.0523856,0.60975194,-0.3540906,-0.23155949,-0.07942176,-0.19669652,0.3971938,-0.0113426745,-0.03124912,-0.24326035,-0.33645904
P0A6Y1,0.079871014,0.575694,-0.19123173,0.1956903,-0.075555235,-0.0966745,-0.24701957,0.29840928,-0.062145904,0.09434603,-0.39970428,0.14846665,0.07571698,-0.496189,0.023718394,0.011872485,-0.10789037,-0.39073852,-0.048323147,0.123946734,0.17108484,0.07036279,-0.24994493,0.16593467,-0.093364924,0.25070646,-0.2778459,0.66415596,-0.28118885,0.11190465,-0.24561968,-0.22003591
P91883,-0.39855847,0.1841094,0.043070946,-0.007074114,-0.08487924,-0.11414148,-0.21267948,0.68166804,0.10835539,0.057506666,-0.08477957,-0.111215204,-0.045367584,-0.42472446,0.13889673,-0.16945864,-0.052709457,-0.7162557,-0.27160043,0.19015127,0.18563642,0.23021358,-0.030179393,-0.20537612,0.09864243,0.27155995,0.111753255,0.21161336,0.096771345,-0.25149745,-0.14146775,0.019285262
