accession_code,ESM_64_dim_0,ESM_64_dim_1,ESM_64_dim_2,ESM_64_dim_3,ESM_64_dim_4,ESM_64_dim_5,ESM_64_dim_6,ESM_64_dim_7,ESM_64_dim_8,ESM_64_dim_9,ESM_64_dim_10,ESM_64_dim_11,ESM_64_dim_12,ESM_64_dim_13,ESM_64_dim_14,ESM_64_dim_15,ESM_64_dim_16,ESM_64_dim_17,ESM_64_dim_18,ESM_64_dim_19,ESM_64_dim_20,ESM_64_dim_21,ESM_64_dim_22,ESM_64_dim_23,ESM_64_dim_24,ESM_64_dim_25,ESM_64_dim_26,ESM_64_dim_27,ESM_64_dim_28,ESM_64_dim_29,ESM_64_dim_30,ESM_64_dim_31,ESM_64_dim_32,ESM_64_dim_33,ESM_64_dim_34,ESM_64_dim_35,ESM_64_dim_36,ESM_64_dim_37,ESM_64_dim_38,ESM_64_dim_39,ESM_64_dim_40,ESM_64_dim_41,ESM_64_dim_42,ESM_64_dim_43,ESM_64_dim_44,ESM_64_dim_45,ESM_64_dim_46,ESM_64_dim_47,ESM_64_dim_48,ESM_64_dim_49,ESM_64_dim_50,ESM_64_dim_51,ESM_64_dim_52,ESM_64_dim_53,ESM_64_dim_54,ESM_64_dim_55,ESM_64_dim_56,ESM_64_dim_57,ESM_64_dim_58,ESM_64_dim_59,ESM_64_dim_60,ESM_64_dim_61,ESM_64_dim_62,ESM_64_dim_63
Q8G6W1,0.1770959,0.06737484,-0.11235711,-0.16140282,-0.030460875,0.24808016,0.07114142,-0.040434778,-0.0032974556,-0.16630435,0.1348412,-0.14117132,0.085453644,-0.008571666,-0.16495742,-0.2629868,0.10839757,-0.3478196,-0.097915575,-0.2658817,0.28423306,-0.056418393,0.2387003,0.028617166,-0.2825777,-0.20688412,-0.1466675,0.25729105,0.44619113,0.29499868,0.19665521,0.11262299,-0.09990236,0.075485215,-0.061982423,0.2114282,0.032798827,0.13137226,-0.34100473,-0.05585529,0.11603688,-0.074018985,-0.02542051,0.019188654,-0.29972202,0.5191265,-0.13420346,-0.21082094,-0.25629845,-0.011110589,-0.15505797,0.18114579,0.036075026,-0.1202253,0.1369322,-0.14711824,-0.29922208,-0.040219635,0.051327586,0.28530556,-0.0896419,0.33054528,-0.2733245,-0.30444145
P23381,0.11136354,0.15342139,0.10898309,0.07212869,-0.15981041,0.086386606,0.2839986,0.10394646,0.03894373,-0.16565603,0.0040831715,-0.031529825,0.17660876,0.17316727,-0.21715187,0.120713905,0.23009145,-0.10309311,-0.14852081,-0.038795844,0.008856367,-0.093658425,0.11267606,0.046353772,0.016438298,-0.06426844,0.2994712,-0.019361107,0.1554484,-0.070748284,0.016622603,0.17751531,0.071281,-0.17466117,0.29906628,0.1708118,0.015547406,0.18336675,0.0024909973,-0.14442532,-0.12725718,0.10989717,-0.038683146,-0.006164696,0.079907626,-0.07984874,-0.24172568,0.27861467,0.06436554,-0.19495066,-0.31012875,0.13618495,0.14762479,-0.18118489,0.06250268,-0.095143564,0.019388225,-0.227746,-0.1563754,-0.1354498,-0.1146221,-0.165362,-0.03636727,-0.10563025
P06454,-0.4110451,-0.04353165,-0.43437,-0.23575199,0.74749374,-0.22256403,0.3207984,-0.15304758,-0.037931353,0.28562137,-0.10113759,-0.41003472,-0.21223654,0.051266875,0.36218464,-0.33261034,0.12268424,-0.22682747,0.1390241,-0.062859125,0.024070669,-0.18251497,-0.28136793,0.28725794,0.3005935,-0.19089782,0.044325635,0.20361958,-0.060421698,0.032037638,-0.44948336,-0.27336228,0.0046921074,-0.13281704,-0.13628775,0.06859311,-0.008768622,-0.37754503,0.42861187,0.007697314,0.42009062,-0.25471878,0.1891464,0.040331837,-0.054018904,-0.13434687,0.26133797,0.16394022,-0.4578539,0.026784003,-0.34165257,-0.01281338,0.0547851,-0.104807146,-0.36631975,-0.22857153,-0.2861606,-0.2399341,-0.13237919,-0.22571088,-0.009754293,-0.32926983,-0.43144757,0.53146553
O95071,0.15706316,0.046046287,-0.020825187,-0.09360207,-0.009718839,0.0542086,0.25064248,0.19067867,0.009945609,-0.21911532,0.19327474,0.024252798,-0.030069826,0.21815939,-0.12856786,0.037614,0.16703692,-0.17775783,0.14226551,0.012980362,-0.014884934,-0.045065086,0.044473805,-0.04973315,-0.12416561,0.07134231,0.44029522,0.20798282,-0.009359295,0.041819736,0.015015697,0.09814114,0.090191126,-0.055421934,0.14943644,-0.16193745,0.16286193,0.049047947,-0.1161419,0.16768704,-0.0975673,0.09402867,0.10232968,-0.032371145,0.0494233,-0.30471545,-0.23169386,-0.14230977,0.05813409,-0.44004834,-0.25376022,0.13458249,0.1300361,0.13235688,0.11055496,-0.07489043,0.32779428,-0.18462075,-0.10353148,0.14153227,-0.09739604,0.23913106,0.15006182,-0.3475251
P04637,0.042832367,0.020089,0.14551203,0.10743708,0.24764234,0.18168505,0.09839224,-0.21162355,-0.037480295,-0.04867696,0.110752374,0.04448959,-0.05974514,0.0667921,0.021512993,-0.09734781,0.016544938,0.107842214,-0.36970532,-0.01833194,0.07391769,0.06083358,-0.078877926,0.12556583,0.07503268,0.19565009,0.22485362,0.02357184,-0.083851926,-0.1638895,-0.104038216,0.00034070015,-0.0718607,-0.07146784,0.13992916,0.011656649,-0.04193941,0.003130177,0.17109203,-0.0933197,-0.0066869836,0.31848216,-0.031665266,-0.014506813,0.036701307,-0.032705557,-0.06558909,0.10525287,0.08566967,-0.083829656,-0.08898865,0.02370922,0.12415734,0.046205953,-0.107599765,0.007891275,0.08866121,-0.19674791,-0.1951875,-0.13505694,0.093422666,-0.0903633,-0.027307387,0.021817852
P09956,-0.28475472,-0.19230744,0.3081511,-0.11573141,-0.032263752,0.051771216,0.25288063,-0.25846806,0.18936631,0.10185525,-0.03884209,-0.15727797,-0.33459577,0.25767705,-0.0081985295,-0.17632915,0.29240513,-0.049834337,-0.13224865,0.06919014,-0.23851433,-0.010578215,0.21167892,-0.20599899,0.2523074,0.03223387,0.23818676,-0.098999985,-0.23669289,-0.033981394,0.06748964,0.25116977,0.19560288,-0.11505155,-0.09187743,-0.12164351,0.28954554,0.25597945,0.24079561,-0.06680162,0.20178652,-0.20319235,-0.028185956,-0.018932182,-0.102919765,-0.07258417,-0.30479527,-0.27468467,-0.21496034,-0.08532302,-0.4972356,0.30555743,0.25708666,-0.47748563,-0.041095234,0.16459088,-0.20852914,-0.48862302,-0.0340518,0.045213662,-0.5678239,-0.17202243,0.081861466,-0.06919072
P17506,0.03584023,0.04070939,-0.03665375,-0.034332976,0.097711444,0.095396034,0.022932366,0.0588835,-0.13560963,-0.06535376,0.036262944,0.030859318,0.31009752,0.12587489,-0.3191676,0.26132664,0.18216859,0.03590588,-0.31550628,0.07293269,-0.049519006,0.050257973,-0.07913665,0.032788046,-0.1700804,0.17467889,0.08047582,-0.017319309,0.14808322,-0.12950276,0.2758179,0.2883207,-0.040884625,-0.11748564,0.31640503,-0.00530912,-0.06884633,0.13729833,0.121475846,0.12208851,-0.05632193,0.09964879,-0.2534383,-0.08862296,-0.14256948,0.07360848,-0.18480986,0.1376574,0.18223538,-0.07181391,-0.011377908,0.10904128,0.0643235,-0.14599785,-0.07808456,-0.27842972,-0.23665357,-0.20080289,-0.026315477,-0.026326537,0.09362243,-0.13168404,0.074433684,-0.14436468
P13667,-0.002384752,-0.13553403,0.07659804,-0.103756465,-0.18813004,0.42631114,0.46780908,0.26247922,0.039228298,-0.34493834,0.12622032,-0.2345861,-0.18386546,0.18918248,0.03640253,0.043525297,0.02703144,-0.1221837,-0.014924173,0.08268707,-0.10844992,-0.48642224,-0.100849815,0.06164477,-0.108257145,-0.0072773322,-0.12199518,0.27603632,0.456845,0.046301767,-0.2589939,0.014399096,-0.17665182,-0.1594525,-0.03049656,-0.043213047,-0.07686734,-0.07572798,0.585927,0.19056769,0.2951932,-0.28329024,-0.06145645,-0.034401778,0.17181008,0.17969099,0.33626938,-0.02483768,-0.34144092,-0.10157174,-0.14648993,-0.14096917,0.023500916,-0.088521205,-0.14339156,-0.17279989,0.08515617,-0.121813804,0.26326436,0.12415567,-0.2430426,0.08769119,-0.14470796,-0.08742207
P27487,-0.057053655,0.051955163,0.15918994,0.22624877,-0.11052482,0.17148204,-0.14513214,0.5273518,-0.23680595,-0.31551197,-0.10833654,-0.03048836,-0.056441333,0.1538309,0.034723848,0.24805208,0.09644863,-0.23542723,-0.0578963,0.10845607,0.09695856,-0.008457661,-0.056799524,-0.1003984,0.21958542,-0.06963834,0.04910308,-0.08358509,0.09755639,-0.10385605,0.09205542,0.19091842,-0.09728873,0.17171408,0.09265292,0.061183088,0.23177014,-0.008268325,-0.13958527,0.05927939,0.029488213,-0.1134406,0.13548046,0.096175104,0.005699713,0.18805562,0.15955472,-0.111082464,0.058184322,-0.41123402,-0.15526354,0.039115652,0.12378,0.25308213,-0.18572596,-0.08487228,0.32237706,-0.121778116,0.055396937,-0.040506646,0.09272385,0.09526072,0.00096326694,0.011098642
Q21648,-0.2728324,-0.5062689,0.2668888,-0.13824055,0.5049474,0.0781201,0.21701251,0.11898923,-0.08546386,0.28204808,0.32824004,-0.06397228,-0.62016696,0.29858404,0.38569677,0.11054085,0.23598664,-0.10925489,-0.014052749,0.004140189,0.03567915,0.16232917,0.13451189,-0.050551824,0.6203106,0.17607976,0.057085633,0.14784561,-0.3699525,-0.18055466,-0.21650976,0.35144252,0.41844964,0.20602015,0.112626985,0.29027614,0.052358687,-0.09142199,0.2887156,0.120620236,-0.4058534,0.38968426,-0.21202898,0.070948824,-0.069213875,0.1080918,0.15577403,-0.14696579,-0.2602012,0.45539922,0.04336922,0.20764576,0.17075302,-0.1655934,-0.022498474,0.38670382,-0.22159494,0.438294,-0.25157762,0.008469727,0.06267387,0.0064429864,0.12601319,-0.033770554
O14792,0.08211158,-0.042490706,0.31970543,0.09508552,-0.027957682,-0.061523337,0.14027959,-0.26059362,0.1817222,-0.05347284,0.092320904,0.16624282,-0.018343953,-0.014499456,0.10622403,-0.15171725,-0.4090851,0.43055096,-0.05657834,0.10050717,-0.1397706,-0.22962588,0.23693618,-0.10936173,-0.083429754,-0.026283592,-0.0051686615,-0.010125773,0.44773936,-0.09042408,-0.13708442,-0.17714776,-0.03443158,0.109688066,-0.013427637,0.046275444,-0.10284726,0.14015244,0.13885224,0.016102672,-0.038635932,0.0222218,-0.19071794,-0.041637573,0.2721182,0.17524326,0.16489562,-0.019589365,-0.03168704,0.13527347,-0.021245468,-0.36154532,-0.1039394,-0.3124135,-0.002053585,-0.06805859,0.008075725,0.26115027,-0.08467548,-0.33439058,0.124331996,-0.021864604,0.1911523,0.021186028
P28862,0.19716871,0.060392946,0.23242152,0.1335392,-0.09240204,0.31039914,0.29095262,0.18436669,-0.022827439,-0.29109436,0.05390966,0.11025128,-0.04384541,0.11230753,0.07048768,0.17249842,-0.06373404,0.06311746,-0.09958556,0.013874773,0.1870428,-0.1763053,-0.0111385025,0.1788859,-0.077248886,0.016740203,0.120619416,0.13482703,0.31788275,-0.07496563,0.0399421,0.045450132,-0.32625186,-0.17132393,0.050343778,-0.06180676,-0.038771477,0.13111524,-0.029258654,0.035591453,0.12828411,0.039684493,0.03992883,0.046196606,0.021462906,0.10451004,0.09937081,0.021872945,-0.03531575,-0.19306554,-0.15753086,-0.03824112,0.013979223,0.16321272,0.04482334,-0.06887657,0.15677693,-0.07932163,-0.050129764,-0.08934063,0.04826893,0.1730299,0.14771165,-0.13143359
O60870,0.08284137,-0.037404433,-0.06514193,-0.010003321,0.09517492,-0.009270358,0.19816169,0.21264651,0.055192582,-0.09198285,0.057884663,-0.057845823,0.17930053,0.1718739,-0.018485352,0.11611192,0.24582627,0.022751708,-0.30677122,-0.084067605,-0.031791646,-0.17369089,-0.20296511,0.08594782,-0.13607994,-0.05230367,0.25810516,-0.10286919,0.10172895,-0.12875804,0.024572551,-0.03326869,-0.07512283,0.064032,0.2389998,-0.034811176,-0.025266323,0.16263022,0.14047796,-0.013091236,-0.08055103,0.12388894,0.08575836,0.03335119,-0.19703232,-0.16988365,-0.113926075,0.17006528,0.09526106,-0.10102074,-0.25346947,0.23777989,-0.11367971,-0.07536732,-0.28012797,-0.062848024,-0.021903154,-0.10144584,-0.12768677,-0.19203569,0.022260174,0.100271605,-0.102603614,-0.0320414
P01584,0.20416063,0.14163864,0.1437515,-0.058475323,0.03592523,-0.067416474,0.14895014,0.18079793,0.0019272491,-0.14805323,-0.22776744,0.024190504,-0.08534918,-0.05895257,0.24372199,0.16636832,0.01797878,0.21286044,-0.29946774,-0.10339131,0.40338147,-0.083047375,-0.0061871447,0.0010326505,0.05001725,0.15601176,0.13257818,0.12546387,0.06331401,-0.5007645,-0.06900616,-0.25548625,-0.03569678,-0.023231834,0.058974694,0.034990624,-0.3324635,-0.10019925,-0.14114113,-0.19710554,0.19154593,0.15434982,0.049758203,-0.0068390258,-0.0104282275,-0.12423733,0.00014081597,0.2336787,0.073573254,-0.021918282,-0.3190441,-0.103198096,-0.00048295408,-0.21825883,-0.06082983,0.035429314,0.05778217,-0.089672394,-0.29391727,-0.24244563,0.07583681,-0.055249073,0.005055506,-0.10723288
P09086,0.023262024,-0.13625537,0.4621902,0.061204366,-0.08114998,0.17216997,0.028261863,-0.36454335,0.04451879,-0.04670959,0.16072667,-0.045797396,-0.15303954,0.21584456,-0.13821854,-0.16100149,0.11572317,0.05303334,-0.39590877,-0.079114765,-0.25881815,0.26297992,0.10689908,-0.06368617,0.12827836,0.32428834,0.11071895,-0.019499512,-0.36666045,-0.1274265,-0.06584808,0.24615452,0.19315258,-0.08984842,0.14271782,-0.3373241,0.32189664,-0.010614483,0.22270356,-0.23546629,0.13176142,0.21139802,0.037236318,-0.04274072,0.075950004,-0.04325296,-0.2932914,-0.115805335,0.19685027,-0.29983264,-0.04975168,0.09305519,0.07325609,-0.16679648,0.10446143,0.13795443,-0.09672566,-0.3361056,0.05748839,0.08188207,-0.26679546,-0.018111356,0.21999791,-0.011615321
Q06559,-0.019078434,-0.08745713,-0.30559918,-0.09005623,0.25547773,0.036228135,0.22085264,0.23996288,-0.116175674,0.17666078,0.045089096,0.09608425,0.11360515,-0.05041809,-0.1614105,0.17214508,0.17919002,-0.08875982,-0.24539593,-0.064702876,0.07698293,-0.023302458,-0.016956206,-0.126968,-0.005940005,0.09662789,0.30696023,-0.03372179,0.016515927,-0.07641887,-0.18832088,0.053811703,0.033795066,0.07298607,0.16659504,0.07140485,-0.015144635,0.0052416343,0.29625955,0.025022313,-0.15694344,0.3705794,-0.001877483,-0.13462043,0.041366026,-0.06273468,0.058054987,0.20966572,-0.06762818,0.15660982,-0.021490298,0.014944272,-0.10906735,-0.1317833,-0.16962348,-0.33130598,-0.094025046,0.03272116,-0.21708015,-0.058041543,0.2243386,0.014930714,-0.14894272,0.07308526
P10082,-0.038152203,-0.012221515,-0.19519833,-0.12025393,0.3256493,-0.08747852,0.105081186,-0.0010070838,-0.0465488,0.08847093,0.13479811,-0.086933315,0.13521151,-0.10612154,0.07830897,-0.15302952,-0.088164285,0.039571237,0.0027447361,0.06971249,0.094322264,-0.18281943,0.13748768,-0.08401688,0.12610072,0.09920655,0.25512612,0.21890348,0.053852633,-0.07809175,-0.074375324,-0.16684832,0.10984902,-0.0047931895,-0.019913834,0.2584306,-0.29304716,-0.04666187,0.31705648,0.14640434,-0.28825855,0.4518812,-0.16747633,-0.051323313,0.16810395,-0.25082293,0.19402409,0.18922505,-0.19670759,0.11161201,0.08217868,-0.333737,-0.18631902,-0.22065166,0.049538653,0.030101717,0.23391974,0.2517923,-0.25279546,-0.25362384,0.33883005,-0.10885119,0.05965161,-0.03153897
Q8G6R2,0.14549518,0.08322024,-0.32552686,-0.057799704,0.4923773,-0.4691595,-0.15414862,0.04208957,-0.26429686,0.1286273,0.035504073,0.085852936,-0.40844893,-0.18204351,0.3877582,-0.24565096,-0.40657866,-0.084702246,-0.3505137,0.06869385,0.055510703,0.41867515,0.297826,0.09733563,0.09792875,0.18328944,0.041203454,0.038263775,0.33586797,-0.39343324,-0.24452811,0.038386807,-0.14047226,-0.017220221,-0.071453705,0.02460444,-0.12659685,0.038134158,0.044553712,-0.17517562,-0.46755004,0.13712187,-0.33490488,0.311051,0.18858373,0.18525554,0.061176464,-0.075055584,0.19670318,0.18931864,-0.13750775,0.24051848,0.35877028,0.28226027,-0.5966626,0.21312335,-0.44970086,0.25568667,0.026599882,0.06913933,0.080234036,-0.37705648,-0.27813882,0.21229148
P37370,-0.13621512,-0.37622398,0.21805635,-0.09779654,-0.13933025,0.57091135,0.1233324,-0.26226985,0.16784087,0.44098836,0.14721963,-0.0561201,-0.17394148,0.40403804,-0.17034198,0.19012076,0.45674843,-0.24434924,-0.22415334,-0.122290246,0.06450941,0.0013273656,0.14432731,0.017764919,-0.26314443,0.5156355,0.49797195,-0.050804935,-0.53016394,-0.011126526,0.11040703,0.24700615,0.13963112,-0.14151691,0.008931794,-0.47666568,0.40600342,0.022434348,0.5308866,0.0533572,0.050149664,-0.056678187,-0.1994901,0.060456466,0.008731108,-0.26500455,-0.040638663,-0.33431238,-0.010346835,-0.03861039,-0.27652615,0.23811376,0.08551897,0.015788496,0.18210973,0.26886383,-0.280633,-0.2705654,-0.047566503,0.37397146,-0.33229232,-0.06598817,0.092156366,-0.05866552
P60723,0.19480069,0.03683032,-0.26387486,-0.1759046,0.27348813,-0.1595868,0.18776965,0.06866373,0.0621785,0.10451919,-0.042714894,0.06902647,0.07777981,-0.08296487,-0.21725132,0.04085904,-0.011942241,0.06794934,-0.012024735,-0.1060695,-0.016023226,-0.09048661,0.2563096,-0.051787667,-0.0423048,0.0063795745,0.3242345,0.090295546,0.14393896,-0.1939582,-0.009771064,-0.15418005,0.14580986,0.075958386,0.08983913,0.04300543,-0.059428323,-0.07848354,0.019047126,-0.0019205809,-0.06824811,0.3617877,-0.13564163,-0.09440282,0.0007362999,-0.17434853,0.05708602,0.20398623,-0.18356356,0.15651388,-0.22237472,-0.10328897,-0.076641634,-0.33396542,0.19577841,-0.13042599,-0.13546321,-0.12690355,-0.23066272,-0.18862428,0.13770644,-0.10349796,-0.07902241,-0.077437356
G4NAP4,-0.10765475,0.2287779,0.19727866,0.00018698722,0.0037441738,0.21425013,0.42489552,0.05875537,0.04267048,-0.19887137,0.08924487,0.078166306,0.044532992,0.20759301,-0.2865849,-0.130114,-0.021192774,-0.33913398,0.1341353,0.08349039,-0.19414373,-0.14748162,0.18707761,-0.072409876,0.4267066,0.013971105,0.37244678,0.07499789,0.21942703,-0.04628532,-0.18779293,0.26092875,0.044600215,-0.3266905,0.04169267,0.1791138,0.07851228,0.29611376,0.17256868,0.100181326,-0.11187673,0.16857688,-0.08990295,-0.120778084,0.20085627,-0.009436186,-0.048031993,0.061796583,-0.067943715,-0.0931216,-0.299608,-0.13072892,-0.039913084,-0.23081312,0.16906776,-0.05141308,0.41160926,-0.23289719,-0.13003057,-0.16305889,-0.0036732107,-0.0827841,0.14061499,-0.1620943
C4XEI3,0.043430176,0.18598036,-0.20709188,0.066175416,0.05745981,-0.11040788,0.267495,0.13492087,0.06568391,-0.27014166,-0.022986263,0.15779665,0.097368024,0.10595162,-0.28936088,0.2518659,0.2782093,-0.19058873,-0.114311785,0.029108444,-0.13736047,0.15920517,0.19029284,-0.20779228,0.081178784,-0.02045001,0.28746986,-0.07501397,0.38559815,0.050121702,0.12664147,0.3184973,0.12401506,-0.07405095,0.12875426,0.25651076,0.06513034,0.15047279,-0.07861231,-0.08638926,0.14929332,-0.04974258,-0.083924025,-0.18065389,0.07730527,0.09882602,-0.088582315,0.36545524,-0.17716666,0.08404723,-0.07059677,0.16701233,0.13106617,-0.24096677,-0.06856437,-0.40854943,-0.0917342,-0.3328839,-0.26419425,-0.0057271197,-0.13579877,-0.19843102,-0.121352196,0.07472777
P0DTC5,0.0808809,0.09876974,-0.16005826,-0.15936333,0.010325689,-0.20526718,-0.15765707,0.20427701,-0.064106345,0.15955698,-0.13082814,-0.055609908,0.14156462,-0.16311252,-0.13028128,0.0932595,0.0033701397,-0.02855673,-0.14320341,0.11566878,0.11693475,-0.0004440695,0.15760761,-0.155222,0.118045166,0.15099911,0.34676546,0.09019467,-0.09776165,-0.12807389,0.24749315,-0.285394,0.19532558,0.20157918,0.07350445,0.14744782,-0.16213346,0.09156939,-0.062887594,-0.003534004,-0.2422526,0.2778103,-0.016095642,0.09077762,0.04247147,-0.21087702,0.11243327,0.29744384,0.091994144,0.07620667,-0.22896318,-0.07547727,-0.09505552,-0.13000774,-0.103926405,0.057302907,0.13868271,0.012547359,-0.3400461,-0.3218968,0.10391766,-0.08173986,0.031287473,-0.07422261
P16858,-0.051973164,0.16961871,-0.051601257,-0.08171687,0.051485542,-0.18786456,0.04731752,0.052923378,-0.13901308,0.079665996,-0.15927318,0.13788705,0.095408455,0.0008937456,-0.34142596,0.21625929,0.025887147,-0.24608982,-0.23046876,-0.18537828,-0.22370093,0.18568468,-0.025306106,-0.07967454,0.1427443,0.24608153,0.14705805,-0.049520127,0.20190614,-0.00897456,-0.11907413,0.14295097,0.2645078,-0.018942818,-0.036421914,-0.069007605,0.0063813403,-0.0013032686,-0.10966624,0.014431372,0.019339826,-0.059848323,-0.032033384,-0.036432702,0.015113767,0.065591484,0.055069137,0.48544613,0.16895726,0.2657597,-0.24086677,0.001575077,-0.018628586,-0.36942863,-0.1223706,-0.23500928,-0.09368937,-0.04323271,-0.020373397,0.06970835,-0.005688831,-0.093157254,-0.1917353,0.13001265
Q15750,-0.07692723,0.036923163,0.21282735,-0.019094631,0.0672787,0.115562886,0.16855167,-0.20315452,-0.11222979,-0.13604158,0.1334069,-0.10100439,-0.17358445,0.2214277,-0.24811776,-0.31594953,-0.061801106,-0.05511244,0.0069531836,0.06698152,0.010825921,0.08278895,0.17786068,-0.16009218,-0.17396873,-0.23620334,0.28612834,0.24687642,0.4175176,0.085862674,-0.10649309,0.10850858,0.053904988,-0.1082581,0.0955531,0.10781475,-0.044173125,0.027536826,-0.041755676,-0.046368346,-0.0075708292,-0.03927647,-0.06392187,0.10393347,0.27979213,0.21664043,-0.30447614,-0.27143964,-0.09537904,-0.35181266,-0.13194355,-0.050606936,0.23957412,-0.105760336,-0.019204725,-0.10081547,0.15607789,-0.0035188943,-0.051250942,0.22099665,-0.20765775,0.10891201,0.13361984,-0.08491835
P0A855,-0.16032997,0.022926271,0.25200263,0.050706707,0.09469688,0.10397148,-0.21153413,0.30397815,-0.1965625,-0.0790556,-0.10845065,-0.060645506,-0.050620526,0.2283469,-0.094777614,0.0021705516,-0.11881977,-0.083801545,0.24042319,0.09275535,-0.053898063,0.14107335,0.14824584,-0.08988061,0.20079638,0.098693624,-0.067616,0.06810264,0.15111451,-0.39307815,0.2139402,0.16681707,-0.07353851,-0.3236437,-0.15687858,-0.08884886,0.14651763,-0.022632858,-0.11376247,0.23809242,0.021275733,-0.09584422,-0.22289169,-0.02444603,-0.015289217,0.3045709,0.33338284,-0.30721918,-0.04850707,-0.11091247,-0.22475684,-0.23831077,-0.082944304,-0.011988461,-0.023641378,0.29341084,0.2216456,-0.0038354248,0.3317367,0.226939,0.0074477643,0.2494519,0.20262983,-0.08413924
P41834,-0.05810933,0.14535765,-0.110644,-0.017961197,-0.38379127,-0.21697257,0.1615028,0.062978595,0.21602085,0.19440943,-0.12997246,0.034210835,0.095110215,-0.15100765,0.32154632,0.05050343,0.22809295,0.14829825,-0.16201359,0.024591504,0.15414166,-0.19229746,0.08950518,-0.12621565,-0.03352437,-0.11493787,0.2085797,-0.11372871,0.012689067,0.0508148,0.005486764,-0.16128105,0.14611965,0.06302762,0.009241105,0.03219717,-0.051587578,0.24559666,-0.17745076,-0.2578587,-0.050870858,-0.13300763,0.08691431,-0.08374086,-0.18540557,-0.32194984,-0.21433586,0.19119236,-0.026782759,-0.16372076,-0.6128671,0.14083591,-0.0062873624,-0.22173285,-0.3247612,0.031226613,-0.013652731,0.041288503,-0.19612628,-0.27286524,-0.16231364,0.0063541215,0.09720442,-0.21587655
P12956,0.07348895,0.014185917,0.09793725,0.06895546,-0.13174513,0.17296703,0.3395609,0.14662126,-0.14786983,-0.27652568,0.14304265,-0.012379799,0.17118329,0.082810014,-0.060832858,0.16877861,0.2002625,-0.013308407,-0.26998544,-0.013693212,0.043353017,-0.24314734,-0.10482127,-0.13231799,-0.13192213,0.07002863,0.08063495,0.10685835,0.23866116,0.020605005,-0.20898971,0.18762417,-0.023512285,-0.13128126,0.29243842,0.043492235,-0.08785845,0.01292287,0.15982063,0.092944026,0.03401251,0.021171946,-0.033326134,-0.16588396,0.042041257,0.07027354,-0.2835914,0.04851315,0.037531804,-0.33941317,-0.11691722,-0.10556615,0.09641506,-0.18960771,0.017349739,-0.43107724,0.22105438,-0.048382517,-0.025562024,-0.031834982,-0.0014104694,-0.05070591,-0.005187258,-0.20730959
O14793,-0.02834525,0.14849539,0.14653888,0.16786438,0.028762873,-0.026097625,0.06584765,0.070904374,-0.1640966,-0.10782004,-0.15984951,0.031672534,0.012596315,-0.030148964,-0.045758665,0.15643436,0.23406939,0.015386823,-0.21087523,0.13735932,0.1531617,0.0032008328,-0.019499123,0.097365685,0.24087274,-0.010878198,0.36697936,0.117813595,-0.00037708879,-0.10249448,0.055593535,-0.10932885,-0.12232438,-0.09370059,0.19065471,0.16690668,-0.18728553,0.23676883,-0.11707522,-0.046774372,-0.14113617,0.21148963,0.25145793,-0.09733069,-0.28391168,-0.08138111,0.060633026,0.33009052,0.3067366,-0.05412887,-0.17809083,0.08242864,0.032589596,0.015960641,-0.30184484,-0.008878939,0.21718335,0.0097114295,-0.3802282,-0.17527135,0.2179795,-0.098686054,-0.029814903,0.036090914
P0CG04,-0.15338281,-0.15155444,0.010621807,-0.10757748,-0.08707309,-0.07829408,0.14655392,0.14262441,-0.2347556,-0.31246918,-0.28363964,-0.2811015,-0.055578258,-0.55447656,0.23405385,-0.08453658,-0.14252423,0.21600583,-0.47832072,-0.15494354,0.23430583,-0.11668583,0.1567306,0.20315984,0.13851446,0.13552654,-0.13670215,-0.19176003,0.060719796,-0.25569105,0.0033700764,-0.20387296,-0.49470466,-0.081260286,-0.49026492,-0.28001222,-0.35727212,-0.11200518,0.054794215,-0.0073120445,0.13472405,0.16032459,-0.0574912,-0.05336253,-0.04592049,-0.34044132,0.043477483,-0.059676446,-0.08327638,0.01137878,0.01100152,-0.2299282,-0.13486984,-0.22751626,0.038211886,0.029464446,0.06940852,0.025742047,-0.014262157,-0.15699501,0.5057044,-0.40669885,-0.35797495,-0.124273196
A4YDT1,0.10813083,0.07384586,0.15546465,-0.11909447,-0.26904452,0.18334569,-0.16832094,0.17680225,-0.16061696,-0.17567721,-0.014551595,0.106765404,0.07949096,0.16098003,0.0020381734,0.03234927,-0.1259532,-0.122920714,0.17252825,0.097244866,-0.021502774,-0.06567961,-0.008433495,0.13501546,-0.2804522,-0.086170346,-0.4196524,0.24853064,0.38252312,-0.087010525,0.023788746,0.17699759,-0.12363075,0.26339662,0.19791262,-0.14555144,0.02089062,0.13045959,-0.010367036,-0.07248083,-0.19999674,-0.23549809,0.19150832,0.39077258,-0.086765826,0.36405477,0.099555574,-0.114286356,-0.010529441,-0.07967416,0.0899906,0.14816493,0.05686335,0.06642795,0.18729861,0.11627282,-0.41310123,0.38458663,0.0973515,0.027773667,-0.15000609,0.20986786,0.01030549,0.17423946
